,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
22811,2,2,9,13,6,9,1,4,1,0,3,2,38,1
22812,1,2,15,10,0,0,4,4,0,0,0,2,38,0
22813,1,2,9,13,0,0,1,4,0,0,0,2,38,0
22814,0,2,11,9,4,2,4,4,1,0,0,2,25,0
22815,2,1,15,10,0,0,1,4,0,0,0,1,38,0
22816,0,2,9,13,4,3,1,4,1,0,3,1,38,0
22817,0,2,9,13,4,0,1,4,0,0,0,2,38,0
22818,1,2,9,13,2,9,0,4,1,0,0,2,38,1
22819,1,2,15,10,4,2,1,4,0,0,0,4,38,0
22820,1,2,11,9,0,0,2,2,1,0,0,1,38,0
22821,0,2,7,12,2,11,0,4,1,0,0,3,38,0
22822,0,2,15,10,2,2,0,4,1,0,0,2,38,1
22823,1,2,15,10,2,2,2,1,1,0,0,2,29,0
22824,0,2,9,13,4,11,2,2,0,0,0,1,38,0
22825,0,2,9,13,4,12,4,4,1,0,0,2,38,0
22826,0,2,11,9,6,5,4,4,0,0,0,1,38,0
22827,0,2,9,13,4,11,1,4,1,4,0,2,38,0
22828,1,2,15,10,2,2,0,4,1,0,0,2,38,0
22829,0,2,9,13,4,11,3,4,1,0,0,0,38,0
22830,1,4,15,10,0,3,1,4,0,0,0,3,38,0
22831,1,3,11,9,2,3,0,4,1,0,0,2,38,0
22832,0,2,11,9,2,3,5,4,0,0,0,2,38,0
22833,0,5,12,14,4,9,4,2,0,0,0,1,38,0
22834,0,2,11,9,2,3,0,4,1,0,0,2,38,0
22835,0,2,11,9,2,2,0,4,1,0,0,2,38,0
22836,0,2,8,11,4,7,3,1,1,0,0,0,38,0
22837,1,2,6,5,0,5,1,4,0,0,0,2,38,0
22838,0,2,7,12,4,9,1,4,0,0,0,2,38,0
22839,3,2,5,4,2,5,0,4,1,0,0,0,38,0
22840,1,2,11,9,0,2,1,4,1,0,0,2,38,0
22841,0,2,15,10,4,2,3,4,1,0,0,2,38,0
22842,0,2,11,9,2,11,0,2,1,0,0,1,38,0
22843,0,2,15,10,4,0,3,4,1,0,0,2,38,0
22844,2,2,11,9,6,5,2,2,1,0,0,1,38,0
22845,1,2,9,13,2,3,0,4,1,4,0,2,38,1
22846,1,2,7,12,4,0,1,3,0,0,0,2,38,0
22847,0,2,8,11,0,9,4,4,0,0,0,2,38,0
22848,0,2,11,9,4,13,3,4,1,0,0,2,38,0
22849,1,2,11,9,0,2,4,4,1,0,0,2,38,0
22850,1,2,12,14,5,3,1,4,1,4,0,2,38,1
22851,1,2,11,9,2,12,0,4,1,0,0,2,38,0
22852,0,5,9,13,4,3,1,4,0,0,0,2,38,0
22853,0,2,15,10,4,0,3,2,0,0,0,1,38,0
22854,1,2,9,13,2,11,0,4,1,0,0,2,38,1
22855,2,2,11,9,0,6,1,4,1,0,0,0,38,0
22856,1,2,11,9,4,9,4,4,0,0,3,2,38,0
22857,1,3,11,9,0,3,1,4,1,0,0,3,38,0
22858,2,2,11,9,6,8,4,4,0,0,0,0,4,0
22859,0,0,11,9,4,0,1,4,1,0,0,2,38,0
22860,0,2,9,13,1,3,5,4,0,0,0,2,38,1
22861,0,2,15,10,4,7,1,4,1,0,0,2,38,0
22862,0,2,11,9,5,12,3,4,0,0,0,2,38,0
22863,0,2,9,13,4,7,1,4,1,0,0,1,38,0
22864,0,2,9,13,2,9,0,4,1,0,0,2,38,1
22865,1,4,14,15,2,9,0,4,1,0,0,2,38,0
22866,0,2,9,13,4,9,1,4,1,0,0,2,38,0
22867,0,2,9,13,4,7,1,4,1,0,0,1,38,0
22868,2,2,9,13,4,0,1,4,1,0,0,2,38,0
22869,1,4,11,9,2,3,0,4,1,0,0,2,38,1
22870,0,2,11,9,0,3,4,4,0,0,0,2,38,0
22871,0,5,11,9,4,7,4,2,0,0,0,2,38,0
22872,0,2,4,3,4,0,1,4,0,0,0,1,25,0
22873,1,5,12,14,2,9,0,4,1,0,0,2,38,1
22874,1,2,8,11,2,0,5,4,0,0,0,2,38,1
22875,0,2,15,10,4,13,3,4,1,0,0,1,38,0
22876,1,1,7,12,4,3,1,4,1,0,0,2,38,0
22877,0,2,9,13,2,11,0,4,1,0,0,2,38,1
22878,0,2,15,10,2,2,0,4,1,0,3,2,38,0
22879,1,4,11,9,2,4,0,4,1,0,0,3,38,0
22880,1,2,11,9,0,3,4,4,0,0,0,2,38,0
22881,0,2,8,11,2,9,0,4,1,4,0,2,38,1
22882,0,5,12,14,2,9,0,1,1,0,0,0,2,0
22883,0,2,15,10,2,3,0,4,1,4,0,3,38,1
22884,1,2,7,12,0,3,1,4,1,0,0,2,38,1
22885,0,2,15,10,4,7,3,4,0,0,0,1,38,0
22886,0,2,11,9,4,10,4,4,1,0,0,2,38,0
22887,0,2,11,9,4,7,1,4,1,0,0,1,38,0
22888,0,5,9,13,4,0,1,4,0,0,0,2,38,0
22889,0,2,2,8,4,13,3,2,1,0,0,2,38,0
22890,0,2,15,10,4,13,1,2,1,0,0,2,38,0
22891,0,2,15,10,0,12,1,4,0,0,0,2,30,0
22892,0,2,8,11,2,12,0,4,1,0,0,2,38,0
22893,0,2,11,9,2,4,0,4,1,0,0,2,38,0
22894,0,3,9,13,2,11,0,4,1,4,0,2,38,1
22895,0,4,11,9,2,4,0,4,1,0,0,2,38,0
22896,0,2,8,11,4,12,1,4,1,0,0,2,38,0
22897,1,2,11,9,0,7,1,2,0,0,0,2,38,0
22898,0,2,6,5,2,6,0,4,1,0,0,2,38,0
22899,1,4,10,16,2,2,0,4,1,0,0,2,38,0
22900,0,2,15,10,4,7,3,4,1,0,0,2,38,0
22901,0,2,9,13,4,9,1,1,0,0,0,2,29,1
22902,0,2,3,2,2,5,0,4,1,0,0,2,25,0
22903,1,2,12,14,2,3,0,4,1,0,3,2,38,1
22904,0,2,15,10,4,7,3,4,0,0,0,0,38,0
22905,0,2,11,9,4,5,3,4,1,0,0,1,38,0
22906,0,2,14,15,2,3,0,4,1,0,0,2,38,0
22907,1,2,9,13,4,9,4,4,0,0,0,2,38,0
22908,0,1,8,11,2,10,0,4,1,0,0,2,38,1
22909,0,2,15,10,2,11,0,4,1,0,0,2,38,1
22910,0,1,15,10,0,0,4,4,0,0,0,1,38,0
22911,1,5,12,14,3,9,1,1,0,0,0,2,2,0
22912,0,3,15,10,4,13,3,4,1,0,0,2,38,0
22913,1,4,14,15,2,9,0,4,1,0,0,3,38,1
22914,1,4,9,13,5,2,1,4,1,0,0,2,38,0
22915,0,2,11,9,4,0,4,4,0,0,0,2,38,0
22916,0,2,11,9,4,7,3,4,1,0,0,1,38,0
22917,0,2,7,12,4,7,3,4,0,0,0,0,38,0
22918,0,2,2,8,4,7,3,4,0,0,0,1,38,0
22919,0,2,6,5,4,11,3,3,0,0,0,1,38,0
22920,0,2,11,9,0,2,1,4,1,0,0,2,38,0
22921,0,2,11,9,4,13,1,4,1,0,0,2,38,0
22922,1,2,11,9,5,6,2,2,0,0,0,2,38,0
22923,0,2,11,9,4,5,1,4,1,0,0,2,38,0
22924,2,2,0,6,0,7,1,2,0,0,0,1,38,0
22925,2,2,11,9,3,9,1,4,1,0,0,0,38,0
22926,0,2,7,12,0,6,1,4,1,0,0,2,38,0
22927,1,2,9,13,2,3,0,4,1,0,0,2,38,1
22928,1,4,8,11,2,11,0,4,1,0,0,3,38,1
22929,0,2,11,9,2,6,0,4,1,0,0,2,38,0
22930,0,2,15,10,4,0,1,4,0,4,0,2,38,0
22931,2,2,15,10,4,0,1,4,0,0,0,2,38,0
22932,2,1,12,14,4,9,4,4,0,4,0,2,38,1
22933,0,1,7,12,4,0,1,4,0,0,3,2,38,0
22934,1,2,8,11,2,5,0,4,1,0,0,2,11,0
22935,0,5,9,13,0,9,1,4,1,4,0,2,38,0
22936,0,2,11,9,4,5,3,4,1,0,0,2,38,0
22937,1,2,9,13,3,7,1,1,1,0,0,2,29,0
22938,2,3,15,10,2,3,0,4,1,0,0,2,38,0
22939,0,2,11,9,4,7,3,4,0,0,0,1,38,0
22940,0,2,9,13,2,12,5,4,0,0,0,2,38,1
22941,0,2,15,10,4,11,1,4,0,0,0,2,38,0
22942,0,1,11,9,2,2,0,4,1,0,0,2,4,1
22943,1,1,9,13,2,10,0,4,1,0,3,2,38,1
22944,0,5,11,9,0,6,3,4,1,0,0,2,38,0
22945,0,2,11,9,2,10,0,4,1,4,0,0,38,0
22946,1,2,15,10,6,3,4,4,0,0,0,2,38,0
22947,0,2,15,10,3,11,3,4,0,0,3,2,38,0
22948,0,2,11,9,0,2,1,4,1,0,0,2,38,0
22949,0,2,11,9,2,6,0,2,1,0,0,2,38,0
22950,0,2,9,13,4,3,1,4,0,0,0,2,38,0
22951,0,2,9,13,2,9,0,4,1,0,0,2,38,1
22952,0,4,11,9,0,4,1,4,1,0,0,4,32,0
22953,1,2,15,10,2,2,0,4,1,0,0,2,38,0
22954,0,2,8,11,4,7,3,4,0,0,0,1,38,0
22955,1,0,12,14,2,9,0,4,1,0,0,2,38,1
22956,2,2,1,7,2,9,0,2,1,0,0,2,38,0
22957,0,2,11,9,4,13,3,4,1,0,0,2,38,0
22958,0,2,11,9,2,6,0,4,1,0,0,2,31,0
22959,0,2,15,10,2,2,0,4,1,0,0,2,38,0
22960,0,0,9,13,4,12,1,4,1,0,0,2,38,0
22961,0,2,15,10,0,11,3,4,1,0,0,1,38,0
22962,1,0,9,13,0,3,1,4,1,0,0,2,38,1
22963,1,2,11,9,2,3,0,4,1,0,0,1,17,0
22964,0,2,5,4,5,7,3,4,1,0,0,3,25,0
22965,0,2,11,9,2,6,0,4,1,4,0,2,38,0
22966,0,1,11,9,2,2,0,4,1,0,0,2,38,1
22967,1,2,11,9,2,0,5,4,0,0,0,2,38,0
22968,1,2,6,5,2,13,0,4,1,0,0,2,38,0
22969,0,2,11,9,4,11,1,4,1,0,3,2,38,0
22970,1,2,11,9,2,2,0,4,1,0,0,2,38,0
22971,1,2,11,9,2,0,5,4,0,0,0,2,38,0
22972,0,2,9,13,2,7,0,1,1,0,0,2,39,0
22973,1,2,9,13,2,9,0,4,1,0,0,2,38,1
22974,0,0,9,13,4,3,1,4,1,0,0,2,38,0
22975,2,3,8,11,2,2,0,4,1,0,0,0,38,0
22976,1,1,14,15,5,9,4,4,0,0,0,2,38,0
22977,1,4,11,9,2,4,0,4,1,0,0,2,38,1
22978,1,2,11,9,4,6,1,4,1,0,0,2,38,0
22979,0,2,15,10,4,11,3,2,1,0,0,1,38,0
22980,0,4,8,11,4,0,1,4,0,4,0,2,38,0
22981,1,4,11,9,4,4,1,4,1,4,0,2,38,1
22982,0,2,11,9,4,0,3,4,1,0,0,2,38,0
22983,1,2,11,9,0,7,4,4,0,0,0,2,38,0
22984,1,2,7,12,2,11,0,4,1,0,0,4,38,1
22985,0,2,15,10,0,0,4,4,0,4,0,2,38,0
22986,0,2,15,10,5,2,3,4,1,0,0,2,38,0
22987,0,2,11,9,4,7,3,4,0,0,0,2,25,0
22988,1,2,9,13,0,2,3,4,0,0,0,2,38,0
22989,0,2,9,13,4,9,1,4,0,0,0,2,38,0
22990,0,2,15,10,0,12,1,4,0,0,0,2,38,0
22991,0,2,11,9,4,7,3,4,1,0,0,1,38,0
22992,0,2,11,9,2,7,5,4,0,0,0,1,38,0
22993,1,1,11,9,4,7,3,4,1,0,0,2,38,0
22994,0,2,9,13,2,3,0,4,1,4,0,2,38,1
22995,0,4,11,9,5,7,4,4,0,0,0,2,38,0
22996,1,2,9,13,0,3,4,4,0,0,0,2,38,0
22997,0,0,7,12,0,10,1,4,1,4,0,2,38,0
22998,0,2,11,9,2,11,0,4,1,0,0,2,38,0
22999,2,5,9,13,2,0,0,4,1,0,0,1,38,0
23000,0,2,15,10,4,0,1,4,1,0,0,2,38,0
23001,0,4,11,9,2,2,0,4,1,0,0,3,38,0
23002,0,2,11,9,4,0,3,4,1,0,0,2,38,0
23003,2,1,5,4,6,7,1,2,0,0,0,1,38,0
23004,1,1,15,10,2,2,0,4,1,0,0,2,38,1
23005,0,2,15,10,4,13,3,4,1,0,0,2,38,0
23006,0,3,11,9,0,3,1,4,1,4,0,2,38,0
23007,0,2,0,6,4,5,1,4,1,0,0,2,38,0
23008,1,1,12,14,0,9,1,4,0,0,0,2,38,0
23009,0,4,5,4,2,13,0,4,1,0,3,2,38,1
23010,1,2,11,9,2,2,0,4,1,0,0,2,38,0
23011,0,5,1,7,4,7,3,4,1,0,0,1,38,0
23012,1,2,11,9,2,6,0,4,1,4,0,2,38,1
23013,0,2,14,15,2,11,0,4,1,4,0,3,38,1
23014,0,2,0,6,4,6,1,4,0,0,0,2,38,0
23015,0,2,9,13,4,11,1,2,1,0,0,0,38,0
23016,0,0,14,15,4,9,1,4,0,0,0,3,38,1
23017,1,0,15,10,2,3,0,4,1,0,0,2,38,1
23018,0,2,9,13,2,3,0,4,1,0,0,2,38,0
23019,0,2,7,12,2,9,0,4,1,0,3,2,38,0
23020,0,2,15,10,2,11,0,4,1,4,0,3,38,0
23021,0,2,15,10,4,11,3,4,0,0,0,1,38,0
23022,0,2,9,13,4,9,3,4,0,0,0,1,38,0
23023,0,2,9,13,4,3,1,4,0,0,0,2,38,0
23024,1,2,11,9,2,5,0,4,1,0,0,2,38,0
23025,0,5,15,10,4,9,1,4,1,0,0,0,38,0
23026,2,2,11,9,6,0,4,4,0,0,0,0,38,0
23027,0,2,15,10,2,12,0,4,1,0,0,4,38,1
23028,1,2,12,14,0,11,1,4,0,0,0,2,38,0
23029,0,2,15,10,4,11,3,4,1,0,0,2,38,0
23030,0,2,11,9,0,6,1,4,1,0,0,2,38,0
23031,2,4,11,9,2,2,0,4,1,0,3,2,38,1
23032,0,2,1,7,4,2,3,1,1,4,0,2,39,1
23033,0,2,0,6,2,13,0,4,1,0,0,4,38,1
23034,1,2,11,9,2,6,0,4,1,0,0,2,38,0
23035,0,2,15,10,4,0,1,4,1,0,0,1,38,0
23036,0,2,11,9,2,2,0,4,1,0,0,2,38,0
23037,0,2,11,9,0,0,1,4,0,0,0,2,10,0
23038,0,2,15,10,4,7,3,4,1,0,0,1,38,0
23039,0,5,9,13,2,12,0,4,1,0,0,1,38,0
23040,1,2,11,9,2,11,0,4,1,0,0,2,38,0
23041,1,2,15,10,4,6,4,2,0,0,0,2,38,0
23042,0,4,1,7,2,6,0,4,1,0,0,2,38,0
23043,0,2,11,9,2,2,0,4,1,0,0,2,38,1
23044,0,2,8,11,4,12,4,2,0,0,0,2,38,0
23045,0,2,15,10,4,3,3,4,0,0,0,2,38,0
23046,0,2,11,9,3,8,2,2,0,0,0,3,22,0
23047,0,1,8,11,4,9,1,4,0,0,0,2,38,0
23048,1,4,15,10,2,2,0,4,1,0,0,3,30,0
23049,1,2,9,13,0,0,4,4,0,0,0,1,38,0
23050,1,2,8,11,2,11,0,4,1,0,0,2,38,1
23051,0,2,11,9,4,10,1,4,1,0,0,4,38,0
23052,0,2,0,6,2,6,0,4,1,0,0,2,38,0
23053,0,4,9,13,0,7,4,2,1,0,0,2,38,1
23054,0,2,0,6,4,7,3,4,1,0,0,1,38,0
23055,0,2,15,10,4,11,1,4,1,0,0,1,38,0
23056,0,2,11,9,4,2,3,4,1,0,0,2,38,0
23057,0,4,11,9,2,2,0,4,1,0,0,2,38,0
23058,0,2,15,10,0,3,4,4,0,0,0,3,38,0
23059,2,2,0,6,0,4,1,4,1,0,0,2,38,0
23060,0,5,15,10,0,0,4,4,0,0,0,0,38,0
23061,1,0,9,13,0,0,4,4,0,0,0,2,38,0
23062,1,2,15,10,2,12,0,4,1,0,0,2,38,1
23063,0,4,11,9,2,13,0,4,1,4,0,2,38,1
23064,0,2,9,13,2,11,0,4,1,0,0,2,38,1
23065,0,2,11,9,2,2,0,4,1,0,0,2,38,1
23066,1,2,15,10,2,3,0,4,1,0,0,4,38,1
23067,0,2,15,10,2,0,5,0,0,0,0,2,38,0
23068,0,5,12,14,4,9,1,4,1,0,0,3,38,0
23069,2,2,0,6,0,11,4,4,0,0,0,2,38,0
23070,1,4,8,11,2,4,0,4,1,0,0,3,38,1
23071,0,2,15,10,4,13,3,4,1,0,0,2,38,0
23072,0,2,9,13,4,9,1,4,0,0,0,2,38,0
23073,0,2,11,9,2,13,0,4,1,0,0,2,38,0
23074,0,2,11,9,4,6,3,2,0,0,3,1,38,0
23075,0,2,12,14,4,9,1,4,1,0,0,2,38,0
23076,0,2,9,13,4,2,3,4,1,0,3,1,38,0
23077,0,2,15,10,2,2,0,4,1,0,0,2,38,0
23078,0,1,9,13,2,9,5,4,0,0,0,1,38,1
23079,1,2,11,9,6,0,1,4,0,0,0,1,38,0
23080,0,2,11,9,2,5,0,4,1,0,0,2,38,0
23081,0,2,15,10,0,7,4,4,0,0,0,2,38,0
23082,1,2,0,6,2,2,0,4,1,0,0,2,38,1
23083,1,2,9,13,0,2,3,4,0,0,0,1,38,0
23084,0,2,8,11,2,9,0,1,1,0,0,1,29,1
23085,0,2,15,10,2,2,0,4,1,0,0,2,38,0
23086,0,2,15,10,0,2,3,2,1,0,0,2,38,0
23087,1,1,11,9,2,2,0,4,1,0,0,2,38,1
23088,1,2,11,9,0,5,1,4,1,0,0,2,38,0
23089,0,2,11,9,4,7,3,4,0,0,0,2,38,0
23090,0,2,12,14,2,9,0,4,1,0,0,1,38,1
23091,0,4,15,10,0,4,1,4,1,0,0,2,38,0
23092,1,4,12,14,2,4,0,4,1,0,0,2,38,1
23093,1,1,12,14,0,3,4,2,0,4,0,2,38,1
23094,1,5,11,9,2,2,0,4,1,0,0,2,38,0
23095,0,1,11,9,4,2,2,2,0,0,0,2,38,0
23096,1,2,9,13,0,3,3,4,0,0,0,2,38,0
23097,0,2,15,10,4,9,1,4,0,0,0,2,38,0
23098,2,2,15,10,0,7,1,4,1,0,0,4,38,0
23099,0,1,12,14,4,9,1,4,1,0,0,3,38,0
23100,0,2,8,11,0,7,4,4,0,0,0,2,38,0
23101,0,2,9,13,4,3,1,4,0,0,0,2,38,0
23102,0,1,9,13,4,9,3,4,0,0,0,0,38,0
23103,0,2,15,10,4,11,3,2,1,0,0,1,38,0
23104,1,3,14,15,2,9,0,3,1,4,0,3,38,1
23105,2,4,0,6,2,4,0,4,1,4,0,4,38,0
23106,1,2,11,9,2,3,0,4,1,0,3,2,38,0
23107,1,2,8,11,2,9,5,4,0,0,0,1,38,0
23108,0,2,11,9,0,3,1,4,0,0,0,2,38,0
23109,2,2,11,9,2,11,0,4,1,0,0,0,38,0
23110,0,2,11,9,0,6,3,4,0,0,0,2,38,0
23111,2,5,6,5,2,2,0,4,1,0,0,2,38,0
23112,0,4,9,13,4,3,2,4,1,0,0,2,38,0
23113,0,2,15,10,2,3,0,4,1,0,0,2,38,0
23114,0,2,11,9,4,3,2,4,1,0,0,2,38,0
23115,1,5,10,16,2,9,0,4,1,4,0,2,38,1
23116,0,2,9,13,2,13,0,4,1,0,0,2,38,1
23117,0,2,2,8,4,7,3,4,1,0,0,1,38,0
23118,1,3,0,6,2,11,0,4,1,4,0,2,38,0
23119,1,1,9,13,2,9,5,4,0,0,0,2,38,1
23120,0,2,11,9,2,6,0,2,1,0,0,2,13,0
23121,0,2,8,11,0,0,1,4,0,0,0,1,38,0
23122,1,2,11,9,2,13,0,4,1,0,0,2,38,0
23123,1,5,11,9,2,13,0,4,1,0,0,1,38,1
23124,1,2,11,9,0,9,1,4,1,0,0,2,38,0
23125,0,2,15,10,0,3,1,4,0,0,0,2,38,0
23126,0,2,15,10,4,7,1,4,1,4,0,2,38,0
23127,0,2,12,14,4,9,3,4,0,4,0,1,38,0
23128,0,2,15,10,2,7,0,3,1,0,0,2,32,0
23129,0,2,7,12,2,6,0,4,1,4,0,2,38,0
23130,1,2,15,10,2,6,0,4,1,0,0,2,38,0
23131,1,5,7,12,0,0,4,4,1,0,3,1,38,1
23132,0,2,15,10,2,7,5,4,0,0,0,1,32,0
23133,1,4,11,9,4,4,1,4,1,0,0,3,38,0
23134,0,2,9,13,2,3,0,4,1,4,0,2,38,1
23135,1,3,9,13,2,11,0,4,1,4,0,2,38,1
23136,1,2,12,14,2,3,0,4,1,4,0,3,38,1
23137,0,5,12,14,2,3,0,4,1,0,0,1,38,0
23138,0,1,11,9,4,5,2,4,1,0,0,2,38,0
23139,1,0,11,9,2,13,0,4,1,0,0,4,38,0
23140,1,2,15,10,2,3,5,2,0,0,0,2,38,1
23141,1,2,11,9,2,0,0,4,1,0,0,2,38,0
23142,1,2,15,10,2,6,0,4,1,0,0,2,38,0
23143,0,2,15,10,4,12,4,4,0,0,0,2,38,0
23144,0,4,11,9,2,11,0,4,1,0,0,3,38,1
23145,0,1,15,10,4,0,3,4,0,0,0,1,38,0
23146,0,2,3,2,2,5,0,4,1,0,0,2,25,0
23147,0,2,11,9,0,2,3,4,1,0,0,2,38,0
23148,1,1,9,13,5,9,1,4,1,0,0,2,38,1
23149,0,2,9,13,4,9,1,4,0,0,0,2,38,0
23150,0,2,11,9,2,6,0,4,1,0,0,2,38,1
23151,0,2,11,9,0,13,1,4,1,0,0,3,38,0
23152,1,2,9,13,0,3,1,2,0,0,0,2,38,1
23153,1,5,8,11,2,12,0,4,1,0,0,2,38,1
23154,0,2,11,9,3,6,4,4,0,0,0,2,38,0
23155,0,2,15,10,4,5,1,4,1,0,0,2,38,0
23156,0,5,15,10,4,10,3,4,1,0,0,3,38,0
23157,1,1,12,14,0,9,1,4,1,0,0,2,38,0
23158,0,4,11,9,2,3,0,4,1,0,0,2,38,0
23159,1,0,9,13,2,10,0,4,1,0,0,2,38,1
23160,0,1,12,14,4,9,1,4,0,0,0,2,38,0
23161,1,2,11,9,6,7,4,4,0,0,0,2,38,0
23162,0,2,11,9,0,7,4,2,0,4,0,2,38,0
23163,1,5,11,9,2,9,0,4,1,0,0,2,38,1
23164,0,2,11,9,2,11,0,4,1,4,0,2,38,1
23165,0,2,13,1,4,7,3,4,1,0,0,1,38,0
23166,1,3,11,9,2,3,0,4,1,0,0,3,38,0
23167,1,2,6,5,2,6,0,4,1,0,0,2,38,0
23168,0,2,12,14,2,9,0,4,1,0,0,1,38,1
23169,0,2,15,10,2,11,0,4,1,0,0,2,38,0
23170,0,2,10,16,0,9,4,4,0,0,0,4,38,0
23171,1,2,9,13,2,3,0,4,1,4,0,2,38,1
23172,1,2,7,12,2,13,0,4,1,0,0,2,38,0
23173,0,2,8,11,4,5,3,4,1,0,0,2,38,0
23174,0,2,11,9,2,2,0,4,1,0,0,2,38,0
23175,1,4,11,9,6,2,1,4,0,0,0,1,38,0
23176,0,2,15,10,4,4,3,4,1,0,0,3,38,0
23177,1,2,11,9,0,9,1,4,0,4,0,2,38,0
23178,0,2,11,9,2,0,5,4,0,0,0,2,38,1
23179,1,2,0,6,2,6,0,4,1,0,0,2,38,1
23180,1,2,11,9,2,2,0,4,1,4,0,2,38,1
23181,1,2,11,9,2,2,0,2,1,0,0,2,38,0
23182,0,2,11,9,2,12,0,4,1,0,0,2,38,0
23183,0,2,9,13,2,13,0,4,1,4,0,4,38,1
23184,0,2,11,9,4,2,3,4,1,0,0,2,38,0
23185,0,2,15,10,4,7,3,4,1,0,3,0,38,0
23186,2,2,7,12,0,7,1,4,0,0,0,2,38,0
23187,0,1,8,11,4,10,1,4,1,0,0,2,38,1
23188,1,2,11,9,6,11,1,4,0,0,0,1,38,1
23189,1,2,15,10,4,5,1,4,1,0,0,1,38,0
23190,0,1,9,13,4,3,3,4,0,0,0,0,38,0
23191,0,2,11,9,4,7,1,4,1,0,0,2,38,0
23192,3,2,14,15,2,9,0,4,1,4,0,3,38,1
23193,1,1,9,13,4,9,1,4,0,0,0,2,38,0
23194,1,1,9,13,2,9,0,4,1,4,0,2,38,0
23195,0,2,10,16,4,9,1,4,1,0,0,2,35,1
23196,0,0,11,9,0,12,4,4,0,0,0,2,38,0
23197,0,2,0,6,2,10,5,2,0,0,0,2,38,0
23198,0,2,7,12,4,0,1,4,0,0,0,2,38,0
23199,1,2,11,9,2,0,0,4,1,0,0,2,25,0
23200,0,2,11,9,2,3,0,4,1,0,0,3,38,1
23201,0,2,15,10,4,7,1,4,1,0,0,2,38,0
23202,0,2,11,9,2,3,0,4,1,4,0,2,38,1
23203,0,2,15,10,5,6,3,4,1,0,0,2,38,0
23204,0,5,5,4,2,5,0,4,1,0,0,0,38,0
23205,0,2,11,9,2,7,5,4,0,0,0,1,38,0
23206,0,2,14,15,4,9,1,4,1,0,0,3,38,0
23207,1,4,5,4,2,2,0,4,1,0,3,2,38,0
23208,0,2,11,9,2,10,0,4,1,0,0,4,38,0
23209,1,2,11,9,0,11,4,4,0,0,0,2,38,1
23210,1,4,11,9,2,11,0,4,1,0,0,3,38,1
23211,1,2,9,13,2,3,0,4,1,4,0,2,38,1
23212,0,3,11,9,2,3,0,4,1,0,0,2,38,1
23213,0,2,15,10,4,7,3,4,1,0,0,1,1,0
23214,1,4,11,9,2,11,0,2,1,0,0,3,38,1
23215,2,3,9,13,2,3,0,4,1,4,0,2,38,1
23216,0,2,9,13,4,3,3,4,0,0,0,2,38,0
23217,0,5,12,14,4,9,1,4,0,0,0,2,38,0
23218,0,2,9,13,2,11,0,4,1,0,0,2,38,1
23219,0,1,9,13,4,9,3,0,1,0,0,1,38,0
23220,0,2,15,10,4,9,1,2,0,0,0,2,38,0
23221,0,1,9,13,2,10,0,4,1,4,0,2,38,1
23222,0,5,9,13,4,9,1,4,0,0,0,2,38,0
23223,0,2,1,7,4,13,3,4,1,0,0,0,38,0
23224,1,2,6,5,0,5,4,4,0,0,0,2,38,0
23225,1,5,11,9,2,10,0,4,1,0,0,2,38,0
23226,1,1,15,10,2,10,0,4,1,0,0,2,38,0
23227,0,2,11,9,2,0,5,4,0,0,0,2,38,0
23228,1,2,7,12,4,0,1,4,0,0,0,2,4,0
23229,0,2,15,10,4,5,3,1,1,0,0,1,38,0
23230,0,2,15,10,5,7,4,1,0,0,0,2,38,0
23231,0,2,15,10,4,8,1,4,0,0,0,0,38,0
23232,0,2,11,9,2,6,0,4,1,0,0,2,38,0
23233,0,4,9,13,2,2,0,4,1,0,0,1,38,0
23234,0,2,12,14,2,12,0,4,1,0,0,0,38,0
23235,2,2,15,10,2,10,0,4,1,0,0,2,1,0
23236,1,4,11,9,2,3,0,4,1,0,0,2,38,0
23237,0,2,11,9,2,11,0,4,1,4,0,3,38,1
23238,0,2,0,6,4,7,3,4,0,0,0,0,38,0
23239,0,2,11,9,2,0,0,0,1,0,0,2,38,1
23240,1,2,9,13,4,3,1,4,1,0,0,2,38,1
23241,1,2,9,13,2,9,0,4,1,0,0,2,38,0
23242,0,2,15,10,2,5,0,4,1,0,0,2,38,0
23243,1,2,0,6,0,2,1,4,1,0,0,2,38,0
23244,1,2,15,10,5,0,4,2,0,0,0,2,38,0
23245,1,2,12,14,2,3,0,4,1,0,0,2,38,1
23246,0,2,11,9,5,2,1,4,1,0,0,2,38,0
23247,0,4,9,13,2,2,0,4,1,0,0,2,38,1
23248,1,2,11,9,2,6,5,4,0,0,0,2,38,0
23249,1,4,7,12,3,4,4,0,1,0,0,2,38,0
23250,0,2,1,7,0,2,4,4,1,0,0,2,38,0
23251,1,2,11,9,0,2,3,4,1,0,0,2,38,0
23252,0,2,11,9,2,11,0,4,1,0,0,2,38,1
23253,0,2,11,9,4,6,3,4,1,0,0,2,38,0
23254,1,0,11,9,2,0,5,4,0,4,0,1,38,1
23255,0,2,11,9,5,0,3,1,0,0,0,2,29,0
23256,1,2,11,9,0,2,1,1,1,4,0,2,38,1
23257,0,2,15,10,0,11,4,4,0,0,0,2,38,0
23258,0,4,11,9,4,4,3,4,1,0,0,0,38,0
23259,0,2,11,9,4,0,1,4,0,0,0,2,38,0
