,StatusExistingAcc,DurationMonth_x,CreditHistory,Purpose,CreditAmount_x,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary,DurationMonth_y,CreditAmount_y,score,age25,DurationMonth_C,CreditAmount_C,Age_C,rank
852,14,15,34,3,1471,61,73,4,93,101,4,124,35,143,153,2,173,1,192,201,1,other,0.161764706,0.932816111,0.529224338,0,1,1,2,366
48,14,11,34,0,7228,61,73,1,93,101,4,122,39,143,152,2,172,1,191,201,1,other,0.102941176,0.616044899,0.529113689,0,1,3,2,367
147,14,12,34,0,682,62,74,4,92,101,3,123,51,143,152,2,173,1,192,201,1,other,0.117647059,0.976229779,0.529093365,0,1,1,3,368
291,12,36,32,1,9398,61,72,1,94,101,4,123,28,143,151,1,174,1,192,201,2,other,0.470588235,0.496643557,0.52878731,0,2,3,1,369
469,14,24,33,1,4679,61,74,3,93,101,3,123,35,143,152,2,172,1,192,201,1,other,0.294117647,0.756300209,0.528759911,0,1,3,2,370
627,12,9,31,0,1437,62,74,2,93,101,3,124,29,143,152,1,173,1,191,201,2,other,0.073529412,0.934686915,0.528660402,0,1,1,1,371
11,11,48,32,9,4308,61,72,3,92,101,4,122,24,143,151,1,173,1,191,201,2,young,0.647058824,0.776713987,0.528453856,1,2,3,1,372
742,14,21,32,3,3160,65,75,4,93,101,3,122,41,143,152,1,173,1,192,201,1,other,0.25,0.839881149,0.528349981,0,1,2,2,373
607,12,36,32,3,2671,62,73,4,92,102,4,124,50,143,153,1,173,1,191,201,2,other,0.470588235,0.866787719,0.527883898,0,2,2,3,374
989,12,24,34,3,1743,61,75,4,93,101,2,122,48,143,152,2,172,1,191,201,1,other,0.294117647,0.917849675,0.527807874,0,1,1,2,375
977,12,18,33,9,2427,65,75,4,93,101,2,122,42,143,152,2,173,1,191,201,1,other,0.205882353,0.880213492,0.527645739,0,1,2,2,376
420,14,15,32,0,3186,64,74,2,92,101,3,123,20,143,151,1,173,1,191,201,1,young,0.161764706,0.838450534,0.527171828,1,1,2,1,377
411,14,33,34,1,7253,61,74,3,93,101,2,123,35,143,152,2,174,1,192,201,1,other,0.426470588,0.614669308,0.527033779,0,2,3,2,378
602,12,24,31,6,1837,61,74,4,92,101,4,124,34,141,153,1,172,1,191,201,2,other,0.294117647,0.912677451,0.5268456,0,1,1,1,379
203,11,12,32,8,902,61,74,4,94,101,4,122,21,143,151,1,173,1,191,201,2,young,0.117647059,0.964124574,0.526841234,1,1,1,1,380
409,13,12,34,0,939,63,74,4,94,101,2,121,28,143,152,3,173,1,192,201,2,other,0.117647059,0.962088698,0.526462466,0,1,1,1,381
578,12,36,34,0,2820,61,72,4,91,101,4,123,27,143,152,2,173,1,191,201,2,other,0.470588235,0.858589193,0.526358591,0,2,2,1,382
279,14,24,32,3,1901,62,73,4,93,101,4,123,29,143,151,1,174,1,192,201,1,other,0.294117647,0.909155937,0.526190434,0,1,1,1,383
995,14,12,32,2,1736,61,74,3,92,101,4,121,31,143,152,1,172,1,191,201,1,other,0.117647059,0.918234841,0.526055547,0,1,1,1,384
624,11,18,32,3,2600,61,73,4,93,101,4,124,65,143,153,2,173,1,191,201,2,other,0.205882353,0.870694399,0.525874744,0,1,2,3,385
340,12,24,34,6,5743,61,72,2,92,101,4,124,24,143,153,2,173,1,192,201,1,young,0.294117647,0.697755035,0.525619724,1,1,3,1,386
227,11,12,32,2,7865,61,75,4,93,101,4,124,53,143,153,1,174,1,192,201,2,other,0.117647059,0.580994828,0.525328723,0,1,3,3,387
835,11,12,30,0,1082,61,73,4,93,101,4,123,48,141,152,2,173,1,191,201,2,other,0.117647059,0.954220315,0.524998581,0,1,1,2,388
288,12,12,32,3,1092,61,73,4,92,103,4,121,49,143,152,2,173,1,192,201,1,other,0.117647059,0.953670078,0.524896212,0,1,1,2,389
696,12,12,32,3,1103,61,74,4,93,103,3,121,29,143,152,2,173,1,191,202,1,other,0.117647059,0.953064818,0.524783605,0,1,1,1,390
89,11,12,30,5,1108,61,74,4,93,101,3,121,28,143,152,2,173,1,191,201,2,other,0.117647059,0.9527897,0.52473242,0,1,1,1,391
425,12,18,32,1,2779,61,73,1,94,101,3,123,21,143,151,1,173,1,192,201,1,young,0.205882353,0.860845163,0.524042329,1,1,2,1,392
370,14,36,32,0,3079,65,73,4,93,101,4,121,36,143,152,1,173,1,191,201,1,other,0.470588235,0.844338065,0.523707219,0,2,2,2,393
465,11,24,32,1,2924,61,73,3,93,103,4,124,63,141,152,1,173,2,192,201,1,other,0.294117647,0.852866733,0.523469962,0,1,2,3,394
135,14,12,34,3,1240,65,75,4,92,101,2,121,38,143,152,2,173,1,192,201,1,other,0.117647059,0.945526576,0.523381141,0,1,1,2,395
996,11,30,32,1,3857,61,73,4,91,101,4,122,40,143,152,1,174,1,192,201,1,other,0.382352941,0.801529658,0.522582809,0,2,2,2,396
695,14,6,32,1,1236,63,73,2,93,101,4,122,50,143,151,1,173,1,191,201,1,other,0.029411765,0.945746671,0.522510097,0,1,1,3,397
91,11,12,34,1,1409,61,75,4,93,101,3,121,54,143,152,1,173,1,191,201,1,other,0.117647059,0.936227578,0.521651095,0,1,1,3,398
116,11,42,32,3,7174,65,74,4,92,101,3,123,30,143,152,1,174,1,192,201,2,other,0.558823529,0.619016177,0.52145855,0,2,3,1,399
563,12,36,32,0,12389,65,73,1,93,101,4,124,37,143,153,1,173,1,192,201,2,other,0.470588235,0.332067789,0.521424377,0,2,3,2,400
313,12,12,32,0,685,61,74,2,94,101,3,123,25,141,152,1,172,1,191,201,2,young,0.117647059,0.976064708,0.521310716,0,1,1,1,401
214,14,36,34,3,3342,65,75,4,93,101,2,123,51,143,152,1,173,1,192,201,1,other,0.470588235,0.829866843,0.521014898,0,2,2,3,402
154,12,24,33,9,6967,62,74,4,93,101,4,123,36,143,151,1,174,1,192,201,1,other,0.294117647,0.630406075,0.520841623,0,1,3,2,403
475,11,18,30,2,3114,61,72,1,92,101,4,122,26,143,151,1,173,1,191,201,2,other,0.205882353,0.842412237,0.520612947,0,1,2,1,404
486,14,12,32,3,3077,61,73,2,93,101,4,123,52,143,152,1,173,1,192,201,1,other,0.117647059,0.844448113,0.520079722,0,1,2,3,405
303,11,10,34,0,1038,61,74,4,93,102,3,122,49,143,152,2,173,1,192,201,1,other,0.088235294,0.956641356,0.519977051,0,1,1,2,406
368,11,36,32,2,3446,61,75,4,93,101,2,123,42,143,152,1,173,2,191,201,2,other,0.470588235,0.824144382,0.519950254,0,2,2,2,407
875,12,11,34,0,1322,64,73,4,92,101,4,123,40,143,152,2,173,1,191,201,1,other,0.102941176,0.941014636,0.519805733,0,1,1,2,408
829,12,48,33,9,6681,65,73,4,93,101,4,124,38,143,153,1,173,2,192,201,1,other,0.647058824,0.646142841,0.519665426,0,2,3,2,409
119,12,12,34,0,2366,63,74,3,91,101,3,123,36,143,152,1,174,1,192,201,1,other,0.117647059,0.883569935,0.519606262,0,1,2,2,410
616,12,60,33,3,9157,65,73,2,93,101,2,124,27,143,153,1,174,1,191,201,1,other,0.823529412,0.509904259,0.519398512,0,3,3,1,411
87,12,36,32,6,12612,62,73,1,93,101,4,124,47,143,153,1,173,2,192,201,2,other,0.470588235,0.319797513,0.519141535,0,2,3,2,412
483,14,15,33,2,960,64,74,3,92,101,2,122,30,143,152,2,173,1,191,201,1,other,0.161764706,0.960933201,0.518951549,0,1,1,1,413
877,14,36,32,3,3595,61,75,4,93,101,2,123,28,143,152,1,173,1,191,201,1,other,0.470588235,0.815945857,0.518424947,0,2,2,1,414
19,14,24,32,3,3430,63,75,3,93,101,2,123,31,143,152,1,173,2,192,201,1,other,0.294117647,0.825024761,0.51829006,0,1,2,1,415
200,14,9,34,6,936,63,75,4,93,101,2,123,52,143,152,2,173,1,192,201,1,other,0.073529412,0.962253769,0.518285243,0,1,1,3,416
739,12,30,30,9,4280,62,73,4,92,101,4,123,26,143,151,2,172,1,191,201,2,other,0.382352941,0.778254649,0.518252575,0,2,3,1,417
17,11,30,30,9,8072,65,72,2,93,101,3,123,25,141,152,3,173,1,191,201,1,young,0.382352941,0.56960493,0.518193712,0,2,3,1,418
460,11,36,32,2,3620,61,73,1,93,103,2,122,37,143,152,1,173,2,191,201,1,other,0.470588235,0.814570265,0.518169023,0,2,2,2,419
299,12,21,34,2,2745,64,74,3,93,101,2,123,32,143,152,2,173,1,192,201,1,other,0.25,0.862715968,0.517094444,0,1,2,1,420
971,14,24,32,0,7393,61,73,1,93,101,4,122,43,143,152,1,172,2,191,201,1,other,0.294117647,0.606965995,0.516480678,0,1,3,2,421
530,12,36,32,6,2273,61,74,3,93,101,1,123,32,143,152,2,173,2,191,201,1,other,0.470588235,0.888687135,0.516454333,0,2,2,1,422
27,13,12,31,3,409,64,73,3,92,101,3,121,42,143,151,2,173,1,191,201,1,other,0.117647059,0.991251238,0.516384179,0,1,1,2,423
138,12,15,34,3,2728,65,74,4,93,103,2,121,35,141,152,3,173,1,192,201,1,other,0.161764706,0.86365137,0.516356479,0,1,2,2,424
397,11,36,34,2,2348,61,73,3,94,101,2,122,46,143,152,2,173,1,192,201,1,other,0.470588235,0.884560361,0.515686561,0,2,2,2,425
797,14,12,34,2,1258,61,72,2,92,101,4,122,22,143,151,2,172,1,191,201,1,young,0.117647059,0.944536151,0.515444938,1,1,1,1,426
350,14,9,32,4,1236,61,72,1,92,101,4,121,23,143,151,1,173,1,192,201,1,young,0.073529412,0.945746671,0.515214155,1,1,1,1,427
367,11,18,32,2,3650,61,72,1,92,101,4,123,22,143,151,1,173,1,191,201,1,young,0.205882353,0.812919555,0.515125936,1,1,2,1,428
282,13,18,31,3,1445,65,74,4,93,101,4,123,49,141,152,1,172,1,191,201,1,other,0.205882353,0.934246726,0.514442619,0,1,1,2,429
515,11,6,34,0,609,61,74,4,92,101,3,122,37,143,152,2,173,1,191,202,1,other,0.029411765,0.980246506,0.513424795,0,1,1,2,430
449,12,15,33,5,1512,64,73,3,94,101,3,122,61,142,152,2,173,1,191,201,2,other,0.161764706,0.930560141,0.513300747,0,1,1,3,431
240,11,24,32,0,915,65,75,4,92,101,2,123,29,141,152,1,173,1,191,201,2,other,0.294117647,0.963409266,0.513028263,0,1,1,1,432
549,14,48,34,1,8858,65,74,2,93,101,1,124,35,143,153,2,173,1,192,201,1,other,0.647058824,0.526356333,0.51288344,0,2,3,2,433
648,13,24,32,0,947,61,74,4,93,101,3,124,38,141,153,1,173,2,191,201,2,other,0.294117647,0.961648509,0.51270068,0,1,1,2,434
884,12,24,32,2,4057,61,74,3,91,101,3,123,43,143,152,1,173,1,192,201,2,other,0.294117647,0.790524926,0.511871486,0,1,3,2,435
994,14,12,32,0,2390,65,75,4,93,101,3,123,50,143,152,1,173,1,192,201,1,other,0.117647059,0.882249367,0.511608637,0,1,2,3,436
919,11,24,32,2,3345,61,75,4,93,101,2,122,39,143,151,1,174,1,192,201,2,other,0.294117647,0.829701772,0.511408264,0,1,2,2,437
298,14,18,32,2,2515,61,73,3,93,101,4,121,43,143,152,1,173,1,192,201,1,other,0.205882353,0.87537141,0.51124101,0,1,2,2,438
972,11,24,31,0,1193,61,71,1,92,102,4,124,29,143,151,2,171,1,191,201,2,other,0.294117647,0.948112688,0.510182388,0,1,1,1,439
503,12,24,34,3,1216,62,72,4,93,101,4,124,38,141,152,2,173,2,191,201,2,other,0.294117647,0.946847144,0.509946938,0,1,1,2,440
328,13,36,32,3,4473,61,75,4,93,101,2,123,31,143,152,1,173,1,191,201,1,other,0.470588235,0.767635083,0.509436896,0,2,3,1,441
429,11,18,34,5,1190,61,71,2,92,101,4,124,55,143,153,3,171,2,191,201,2,other,0.205882353,0.948277759,0.509301106,0,1,1,3,442
237,12,21,32,9,2767,62,75,4,91,101,2,123,61,141,151,2,172,1,191,201,2,other,0.25,0.861505447,0.509117293,0,1,2,3,443
533,14,24,32,3,1311,62,74,4,94,101,3,122,26,143,152,1,173,1,192,201,1,other,0.294117647,0.941619897,0.508974427,0,1,1,1,444
372,14,10,34,2,2146,61,72,1,92,101,3,121,23,143,151,2,173,1,191,201,1,young,0.088235294,0.89567514,0.508634499,1,1,2,1,445
775,11,24,32,0,1371,65,73,4,92,101,4,121,25,143,151,1,173,1,191,201,2,young,0.294117647,0.938318477,0.508360209,0,1,1,1,446
702,13,24,32,3,1377,62,75,4,92,101,2,124,47,143,153,1,173,1,192,201,1,other,0.294117647,0.937988335,0.508298787,0,1,1,2,447
646,11,30,30,2,4583,61,73,2,91,103,2,121,32,143,152,2,173,1,191,201,1,other,0.382352941,0.76158248,0.507398838,0,2,3,1,448
660,13,12,32,3,1297,61,73,3,94,101,4,121,23,143,151,1,173,1,191,201,1,young,0.117647059,0.942390228,0.507293759,1,1,1,1,449
792,14,6,34,2,1221,65,73,1,94,101,2,122,27,143,152,2,173,1,191,201,1,other,0.029411765,0.946572026,0.507159775,0,1,1,1,450
748,14,21,32,1,5248,65,73,1,93,101,3,123,26,143,152,1,173,1,191,201,1,other,0.25,0.724991746,0.506975209,0,1,3,1,451
2,14,12,34,6,2096,61,74,2,93,101,3,121,49,143,152,1,172,2,191,201,1,other,0.117647059,0.898426323,0.506866366,0,1,2,2,452
327,14,24,32,0,1525,64,74,4,92,101,3,123,34,143,152,1,173,2,192,201,1,other,0.294117647,0.929844833,0.506783717,0,1,1,1,453
88,11,18,32,0,2249,62,74,4,93,101,3,123,30,143,152,1,174,2,192,201,1,other,0.205882353,0.890007703,0.506212103,0,1,2,1,454
706,12,48,32,0,6560,62,74,3,93,101,2,122,24,143,152,1,173,1,191,201,2,young,0.647058824,0.652800704,0.505400222,1,2,3,1,455
258,14,15,32,1,3812,62,72,1,92,101,4,123,23,143,152,1,173,1,192,201,1,young,0.161764706,0.804005722,0.505259615,1,1,2,1,456
395,12,39,33,6,11760,62,74,2,93,101,3,124,32,143,151,1,173,1,192,201,1,other,0.514705882,0.366677671,0.505063607,0,2,3,1,457
145,12,48,31,9,3566,62,74,4,93,101,2,123,30,143,152,1,173,1,191,201,1,other,0.647058824,0.817541543,0.505041929,0,2,2,1,458
115,14,48,34,3,3578,65,75,4,93,101,1,121,47,143,152,1,173,1,192,201,1,other,0.647058824,0.816881259,0.504919085,0,2,2,2,459
92,14,12,34,3,797,65,75,4,92,101,3,122,33,141,152,1,172,2,191,201,2,other,0.117647059,0.969902058,0.504660301,0,1,1,1,460
667,14,48,31,9,3609,61,73,1,92,101,1,121,27,142,152,1,173,1,191,201,1,other,0.647058824,0.815175525,0.504601739,0,2,2,1,461
643,14,24,34,3,1851,61,74,4,94,103,2,123,33,143,152,2,173,1,192,201,1,other,0.294117647,0.91190712,0.503446468,0,1,1,1,462
73,12,42,34,9,5954,61,74,2,92,101,1,121,41,141,152,2,172,1,191,201,1,other,0.558823529,0.686145042,0.502939889,0,2,3,2,463
391,12,12,32,2,983,64,72,1,92,101,4,121,19,143,151,1,172,1,191,201,1,young,0.117647059,0.959667657,0.502756226,1,1,1,1,464
287,12,48,33,10,7582,62,71,2,93,101,4,124,31,143,153,1,174,1,192,201,1,other,0.647058824,0.596566524,0.502689987,0,2,3,1,465
593,12,24,32,0,2718,61,73,3,92,101,4,122,20,143,151,1,172,1,192,201,2,young,0.294117647,0.864201607,0.502322962,1,1,2,1,466
546,14,24,34,0,2022,61,73,4,92,101,4,123,37,143,152,1,173,1,192,201,1,other,0.294117647,0.902498074,0.501695948,0,1,2,2,467
5,14,36,32,6,9055,65,73,2,93,101,4,124,35,143,153,1,172,2,192,201,1,other,0.470588235,0.515516672,0.501290835,0,2,3,2,468
664,13,6,34,6,1047,61,73,2,92,101,4,122,50,143,152,1,172,1,191,201,1,other,0.029411765,0.956146143,0.501189068,0,1,1,3,469
683,14,24,34,3,5103,61,72,3,94,101,3,124,47,143,153,3,173,1,192,201,1,other,0.294117647,0.732970177,0.501163626,0,1,3,2,470
767,14,10,32,1,2901,65,72,1,92,101,4,121,31,143,151,1,173,1,191,201,1,other,0.088235294,0.854132277,0.500905595,0,1,2,1,471
568,12,48,32,3,3979,65,74,4,93,101,1,123,41,143,152,2,173,2,192,201,1,other,0.647058824,0.794816771,0.500814064,0,2,2,2,472
763,14,21,34,0,12680,65,75,4,93,101,4,124,30,143,153,1,174,1,192,201,2,other,0.25,0.316055904,0.500661564,0,1,3,1,473
312,13,24,32,2,3749,61,72,2,92,101,4,123,26,143,152,1,173,1,191,201,1,other,0.294117647,0.807472213,0.499520594,0,1,2,1,474
511,14,36,32,1,4686,61,73,2,93,101,2,124,32,143,153,1,174,1,192,201,1,other,0.470588235,0.755915043,0.499504486,0,2,3,1,475
766,11,30,32,2,3108,61,72,2,91,101,4,122,31,143,152,1,172,1,191,201,2,other,0.382352941,0.842742379,0.49924254,0,2,2,1,476
509,14,39,32,1,8588,62,75,4,93,101,2,123,45,143,152,1,174,1,192,201,1,other,0.514705882,0.541212721,0.498775554,0,2,3,2,477
689,11,12,32,0,3651,64,73,1,93,101,3,122,31,143,152,1,173,2,191,201,1,other,0.117647059,0.812864532,0.498699831,0,1,2,1,478
82,14,18,32,9,1568,62,73,3,92,101,4,122,24,143,151,1,172,1,191,201,1,young,0.205882353,0.927478816,0.497679597,1,1,1,1,479
389,14,9,32,9,1449,61,74,3,92,101,2,123,27,143,152,2,173,1,191,201,1,other,0.073529412,0.934026631,0.497529806,0,1,1,1,480
743,11,24,31,2,2483,63,73,4,93,101,4,121,22,142,152,1,173,1,192,201,1,young,0.294117647,0.877132167,0.49697671,1,1,2,1,481
308,12,8,32,2,1237,61,73,3,92,101,4,121,24,143,152,1,173,1,191,201,2,young,0.058823529,0.945691647,0.496964064,1,1,1,1,482
276,14,18,34,3,2404,61,73,2,92,101,2,123,26,143,152,2,173,1,191,201,1,other,0.205882353,0.881479036,0.496873437,0,1,2,1,483
880,14,24,32,1,7814,61,74,3,93,101,3,123,38,143,152,1,174,1,192,201,1,other,0.294117647,0.583801034,0.496667042,0,1,3,2,484
210,14,9,34,3,3074,65,73,1,93,101,2,121,33,143,152,2,173,2,191,201,1,other,0.073529412,0.844613184,0.496398622,0,1,2,1,485
1,12,48,32,3,5951,61,73,2,92,101,2,121,22,143,152,1,173,1,191,201,2,young,0.647058824,0.686310113,0.496130655,1,2,3,1,486
935,12,30,33,3,1919,62,72,4,93,101,3,124,30,142,152,2,174,1,191,201,2,other,0.382352941,0.908165511,0.49591041,0,2,1,1,487
45,14,11,34,0,1393,61,72,4,92,101,4,123,35,143,152,2,174,1,191,201,1,other,0.102941176,0.937107956,0.495823094,0,1,1,2,488
324,14,18,34,0,1028,61,73,4,92,101,3,121,36,143,152,2,173,1,191,201,1,other,0.205882353,0.957191592,0.495455618,0,1,1,2,489
427,14,18,34,3,1149,64,73,4,93,101,3,121,46,143,152,2,173,1,191,201,1,other,0.205882353,0.95053373,0.494216946,0,1,1,2,490
894,14,18,34,3,1169,65,73,4,93,101,3,122,29,143,152,2,173,1,192,201,1,other,0.205882353,0.949433256,0.494012206,0,1,1,1,491
876,11,18,31,3,1940,61,72,3,93,102,4,124,36,141,153,1,174,1,192,201,1,other,0.205882353,0.907010014,0.493871448,0,1,1,2,492
605,11,24,31,2,2828,63,73,4,93,101,4,121,22,142,152,1,173,1,192,201,1,young,0.294117647,0.858149004,0.493444958,1,1,2,1,493
330,11,24,34,1,6615,61,71,2,93,101,4,124,75,143,153,2,174,1,192,201,1,other,0.294117647,0.649774403,0.493437281,0,1,3,3,494
360,12,18,32,6,1239,65,73,4,93,101,4,124,61,143,153,1,173,1,191,201,1,other,0.205882353,0.9455816,0.493295619,0,1,1,3,495
713,11,9,34,3,1138,61,73,4,93,101,4,121,25,143,152,2,172,1,191,201,1,young,0.073529412,0.95113899,0.492961563,0,1,1,1,496
178,14,12,32,3,1963,61,74,4,93,101,2,123,31,143,151,2,174,2,192,201,1,other,0.117647059,0.90574447,0.492724005,0,1,1,1,497
379,14,6,34,0,362,62,73,4,92,101,4,123,52,143,152,2,172,1,191,201,1,other,0.029411765,0.99383735,0.49269751,0,1,1,3,498
212,11,27,30,9,5293,61,71,2,93,101,4,122,50,142,152,2,173,1,192,201,2,other,0.338235294,0.722515682,0.491922662,0,2,3,3,499
518,11,6,32,0,1203,62,75,3,93,101,2,122,43,143,152,1,173,1,192,201,1,other,0.029411765,0.947562452,0.491840164,0,1,1,2,500
431,12,24,32,10,11328,61,73,2,93,102,3,123,29,141,152,2,174,1,192,201,2,other,0.294117647,0.390447893,0.491702116,0,1,3,1,501
71,14,7,34,3,730,65,75,4,93,101,2,122,46,143,151,2,172,1,192,201,1,other,0.044117647,0.973588643,0.491666287,0,1,1,2,502
943,14,4,34,0,1455,61,74,2,93,101,1,121,42,143,152,3,172,2,191,201,1,other,0.0,0.933696489,0.491540432,0,1,1,2,503
234,14,4,34,3,1544,61,74,2,93,101,1,121,42,143,152,3,172,2,191,201,1,other,0.0,0.928799384,0.490629343,0,1,1,2,504
892,11,12,34,0,2171,61,73,4,93,101,4,122,38,141,152,2,172,1,191,202,1,other,0.117647059,0.894299549,0.490594718,0,1,2,2,505
774,13,12,34,0,1480,63,71,2,93,101,4,124,66,141,153,3,171,1,191,201,1,other,0.117647059,0.932320898,0.489916519,0,1,1,3,506
446,11,36,32,0,1842,61,72,4,92,101,4,123,34,143,152,1,173,1,192,201,2,other,0.470588235,0.912402333,0.48985871,0,2,1,1,507
881,14,24,32,1,9277,65,73,2,91,101,4,124,48,143,153,1,173,1,192,201,1,other,0.294117647,0.50330142,0.489442307,0,1,3,2,508
724,14,27,32,0,2570,61,73,3,92,101,3,121,21,143,151,1,173,1,191,201,2,young,0.338235294,0.872345108,0.488790152,1,2,2,1,509
441,11,12,32,2,1620,61,73,2,92,102,3,122,30,143,152,1,173,1,191,201,1,other,0.117647059,0.924617586,0.488483345,0,1,1,1,510
296,14,12,32,1,4675,65,72,1,92,101,4,123,20,143,151,1,173,1,191,201,1,young,0.117647059,0.756520304,0.488217184,1,1,3,1,511
670,14,24,34,9,4139,62,73,3,93,101,3,122,27,143,152,2,172,1,192,201,1,other,0.294117647,0.786012986,0.487776242,0,1,3,1,512
384,14,30,33,9,4272,62,73,2,93,101,2,122,26,143,152,2,172,1,191,201,1,other,0.382352941,0.778694839,0.487326719,0,2,3,1,513
577,14,24,34,6,1927,65,73,3,92,101,2,123,33,143,152,2,173,1,192,201,1,other,0.294117647,0.907725322,0.487164583,0,1,1,1,514
357,14,36,33,3,4463,61,73,4,93,101,2,123,26,143,152,2,174,1,192,201,2,other,0.470588235,0.76818532,0.486283452,0,2,3,1,515
907,12,36,32,6,3711,65,73,2,94,101,2,123,27,143,152,1,173,1,191,201,1,other,0.470588235,0.809563112,0.486229708,0,2,2,1,516
904,14,24,32,3,1278,61,75,4,93,101,1,121,36,143,152,1,174,1,192,201,1,other,0.294117647,0.943435677,0.486056432,0,1,1,2,517
105,12,24,34,10,11938,61,73,2,93,102,3,123,39,143,152,2,174,2,192,201,2,other,0.294117647,0.35688346,0.48545757,0,1,3,2,518
302,13,24,34,0,1344,65,74,4,93,101,2,121,37,141,152,2,172,2,191,201,2,other,0.294117647,0.939804116,0.485380793,0,1,1,2,519
322,11,24,32,1,2910,61,74,2,93,101,1,124,34,143,153,1,174,1,192,201,1,other,0.294117647,0.853637064,0.48485359,0,1,2,1,520
148,11,36,34,2,5371,61,73,3,93,103,2,122,28,143,152,2,173,1,191,201,1,other,0.470588235,0.718223836,0.48474023,0,2,3,1,521
967,14,15,32,3,3568,61,75,4,92,101,2,123,54,141,151,1,174,1,192,201,1,other,0.161764706,0.817431496,0.484501619,0,1,2,3,522
22,11,10,34,0,2241,61,72,1,93,101,3,121,48,143,151,2,172,2,191,202,1,other,0.088235294,0.890447893,0.484406174,0,1,2,2,523
750,11,6,32,2,428,61,75,2,92,101,1,122,49,141,152,1,173,1,192,201,1,other,0.029411765,0.990205788,0.484269932,0,1,1,2,524
889,14,28,31,1,7824,65,72,3,93,103,4,121,40,141,151,2,173,2,192,201,1,other,0.352941176,0.583250798,0.48425277,0,2,3,2,525
217,13,36,32,3,3913,61,73,2,93,101,2,121,23,143,152,1,173,1,192,201,1,young,0.470588235,0.798448333,0.484161842,1,2,2,1,526
183,14,24,34,2,3777,64,73,4,93,101,4,121,50,143,152,1,173,1,192,201,1,other,0.294117647,0.805931551,0.483730083,0,1,2,3,527
657,14,48,32,3,10222,65,74,4,93,101,3,123,37,142,152,1,173,1,192,201,1,other,0.647058824,0.451304061,0.483416351,0,2,3,2,528
346,12,13,34,3,882,61,72,4,93,103,4,121,23,143,152,2,173,1,191,201,1,young,0.132352941,0.965225047,0.483270323,1,1,1,1,529
985,11,15,34,2,1433,61,73,4,92,101,3,122,25,143,151,2,173,1,191,201,1,young,0.161764706,0.93490701,0.483101715,0,1,1,1,530
599,14,24,33,9,3863,61,73,1,93,101,2,124,32,143,153,1,173,1,191,201,1,other,0.294117647,0.801199516,0.482849705,0,1,2,1,531
682,14,15,33,3,1478,61,73,4,94,101,3,121,33,141,152,2,173,1,191,201,1,other,0.161764706,0.932430945,0.482641051,0,1,1,1,532
749,14,15,32,1,3029,61,74,2,93,101,2,123,33,143,152,1,173,1,191,201,1,other,0.161764706,0.847089248,0.482267402,0,1,2,1,533
362,13,12,33,0,2247,61,73,2,92,101,2,123,36,142,152,2,173,1,192,201,1,other,0.117647059,0.890117751,0.482064771,0,1,2,2,534
225,14,36,30,5,2613,61,73,4,93,101,2,123,27,143,152,2,173,1,191,201,1,other,0.470588235,0.869979091,0.481966014,0,2,2,1,535
42,12,18,33,5,6204,61,73,2,93,101,4,121,44,143,152,1,172,2,192,201,1,other,0.205882353,0.672389127,0.481228803,0,1,3,2,536
976,12,6,32,3,753,61,73,2,92,103,3,121,64,143,152,1,173,1,191,201,1,other,0.029411765,0.972323099,0.48094292,0,1,1,3,537
581,12,12,34,0,3124,61,72,1,93,101,3,121,49,141,152,2,172,2,191,201,1,other,0.117647059,0.841862001,0.480838895,0,1,2,2,538
771,11,36,34,6,8065,61,73,3,92,101,2,124,25,143,152,2,174,1,192,201,2,young,0.470588235,0.569990096,0.480417674,0,2,3,1,539
104,14,12,32,1,2445,65,72,2,94,101,4,123,26,143,151,1,173,1,192,201,1,other,0.117647059,0.879223066,0.480037853,0,1,2,1,540
120,11,21,32,3,1835,61,73,3,92,101,2,121,25,143,152,2,173,1,192,201,2,young,0.25,0.912787499,0.479898449,0,1,1,1,541
753,14,30,34,3,5771,61,74,4,92,101,2,123,25,143,152,2,173,1,191,201,1,young,0.382352941,0.696214372,0.479733454,0,2,3,1,542
338,11,24,32,2,4169,61,73,4,93,101,4,122,28,143,152,1,173,1,191,201,1,other,0.294117647,0.784362276,0.479717195,0,1,3,1,543
390,14,18,32,0,1820,61,73,2,94,101,2,122,30,143,152,1,174,1,192,201,1,other,0.205882353,0.913612854,0.479596007,0,1,1,1,544
97,12,18,32,9,2622,62,73,4,93,101,4,123,34,143,152,1,173,1,191,201,1,other,0.205882353,0.869483878,0.479137903,0,1,2,1,545
899,11,18,32,2,4153,61,73,2,93,102,3,123,42,143,152,1,173,1,191,201,2,other,0.205882353,0.785242654,0.478968994,0,1,3,2,546
827,14,18,30,9,4165,61,73,2,93,101,2,123,36,142,152,2,173,2,191,201,2,other,0.205882353,0.78458237,0.47884615,0,1,3,2,547
270,14,18,32,0,2662,65,74,4,93,101,3,122,32,143,152,1,173,1,191,202,1,other,0.205882353,0.867282932,0.478728425,0,1,2,1,548
348,14,6,33,9,1743,62,73,1,93,101,2,121,34,143,152,2,172,1,191,201,1,other,0.029411765,0.917849675,0.478560268,0,1,1,1,549
