StatusExistingAcc,DurationMonth_x,CreditHistory,Purpose,CreditAmount_x,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary,DurationMonth_y,CreditAmount_y,score,age25
14,21,33,42,1591,62,74,4,93,101,3,121,34,143,152,2,174,1,191,201,1,other,0.25,0.926213272,0.567667585,0
12,12,32,42,2762,65,75,1,92,101,2,122,25,141,152,1,173,1,192,201,2,young,0.117647059,0.861780566,0.554312116,0
12,18,32,41,2779,61,73,1,94,101,3,123,21,143,151,1,173,1,192,201,1,young,0.205882353,0.860845163,0.524042329,1
14,28,34,43,2743,61,75,4,93,101,2,123,29,143,152,2,173,1,191,201,1,other,0.352941176,0.862826015,0.55177064,0
14,18,34,43,1149,64,73,4,93,101,3,121,46,143,152,2,173,1,191,201,1,other,0.205882353,0.95053373,0.494216946,0
14,9,32,42,1313,61,75,1,93,101,4,123,20,143,152,1,173,1,191,201,1,young,0.073529412,0.941509849,0.653960793,1
11,18,34,45,1190,61,71,2,92,101,4,124,55,143,153,3,171,2,191,201,2,other,0.205882353,0.948277759,0.509301106,0
14,5,32,49,3448,61,74,1,93,101,4,121,74,143,152,1,172,1,191,201,1,other,0.014705882,0.824034335,0.551393529,0
12,24,32,410,11328,61,73,2,93,102,3,123,29,141,152,2,174,1,192,201,2,other,0.294117647,0.390447893,0.491702116,0
11,6,34,42,1872,61,71,4,93,101,4,124,36,143,153,3,174,1,192,201,1,other,0.029411765,0.910751623,0.4772397,0
14,24,34,45,2058,61,73,4,91,101,2,121,33,143,152,2,173,1,192,201,1,other,0.294117647,0.900517222,0.45481579,0
11,9,32,42,2136,61,73,3,93,101,2,121,25,143,152,1,173,1,191,201,1,young,0.073529412,0.896225377,0.397473759,0
12,12,32,43,1484,65,73,2,94,101,1,121,25,143,152,1,173,1,192,201,2,young,0.117647059,0.932100803,0.396852315,0
14,6,32,45,660,63,74,2,94,101,4,121,23,143,151,1,172,1,191,201,1,young,0.029411765,0.977440299,0.5516624,1
14,24,34,40,1287,64,75,4,92,101,4,121,37,143,152,2,173,1,192,201,1,other,0.294117647,0.942940464,0.648754997,0
11,42,34,45,3394,61,71,4,93,102,4,123,65,143,152,2,171,1,191,201,1,other,0.558823529,0.827005612,0.443875189,0
13,12,31,49,609,61,72,4,92,101,1,121,26,143,152,1,171,1,191,201,2,other,0.117647059,0.980246506,0.250770896,0
14,12,32,40,1884,61,75,4,93,101,4,123,39,143,152,1,174,1,192,201,1,other,0.117647059,0.910091339,0.586555981,0
11,12,32,42,1620,61,73,2,92,102,3,122,30,143,152,1,173,1,191,201,1,other,0.117647059,0.924617586,0.488483345,0
12,20,33,410,2629,61,73,2,93,101,3,123,29,141,152,2,173,1,192,201,1,other,0.235294118,0.869098712,0.546553705,0
14,12,32,46,719,61,75,4,93,101,4,123,41,141,152,1,172,2,191,201,2,other,0.117647059,0.974193903,0.551970412,0
12,48,34,42,5096,61,73,2,92,101,3,123,30,143,152,1,174,1,192,201,2,other,0.647058824,0.733355343,0.574650698,0
14,9,34,46,1244,65,75,4,92,101,4,122,41,143,151,2,172,1,191,201,1,other,0.073529412,0.945306482,0.584899701,0
11,36,32,40,1842,61,72,4,92,101,4,123,34,143,152,1,173,1,192,201,2,other,0.470588235,0.912402333,0.48985871,0
12,7,32,43,2576,61,73,2,93,103,2,121,35,143,152,1,173,1,191,201,1,other,0.044117647,0.872014966,0.418505292,0
13,12,32,42,1424,65,75,3,92,101,4,121,55,143,152,1,174,1,192,201,1,other,0.117647059,0.935402223,0.622272735,0
12,15,33,45,1512,64,73,3,94,101,3,122,61,142,152,2,173,1,191,201,2,other,0.161764706,0.930560141,0.513300747,0
14,36,34,41,11054,65,73,4,93,101,2,123,30,143,152,1,174,1,192,201,1,other,0.470588235,0.405524375,0.372300021,0
14,6,32,43,518,61,73,3,92,101,1,121,29,143,152,1,173,1,191,201,1,other,0.029411765,0.985253659,0.359317598,0
14,12,30,42,2759,61,75,2,93,101,4,122,34,143,152,2,173,1,191,201,1,other,0.117647059,0.861945637,0.662869959,0
14,24,32,41,2670,61,75,4,93,101,4,123,35,143,152,1,174,1,192,201,1,other,0.294117647,0.866842742,0.611341468,0
11,24,32,40,4817,61,74,2,93,102,3,122,31,143,152,1,173,1,192,201,2,other,0.294117647,0.748706944,0.535099149,0
14,24,32,41,2679,61,72,4,92,101,1,124,29,143,152,1,174,1,192,201,1,other,0.294117647,0.866347529,0.332179568,0
11,11,34,40,3905,61,73,2,93,101,2,121,36,143,151,2,173,2,191,201,1,other,0.102941176,0.798888522,0.462355913,0
11,12,32,41,3386,61,75,3,93,101,4,124,35,143,153,1,173,1,192,201,2,other,0.117647059,0.827445802,0.578932005,0
11,6,32,44,343,61,72,4,92,101,1,121,27,143,152,1,173,1,191,201,1,other,0.029411765,0.9948828,0.283589686,0
14,18,32,43,4594,61,72,3,93,101,2,123,32,143,152,1,173,1,192,201,1,other,0.205882353,0.76097722,0.350423486,0
11,36,32,42,3620,61,73,1,93,103,2,122,37,143,152,1,173,2,191,201,1,other,0.470588235,0.814570265,0.518169023,0
11,15,32,40,1721,61,72,2,93,101,3,121,36,143,152,1,173,1,191,201,1,other,0.161764706,0.919060196,0.449145718,0
12,12,32,42,3017,61,72,3,92,101,1,121,34,143,151,1,174,1,191,201,1,other,0.117647059,0.847749532,0.32689549,0
12,12,32,48,754,65,75,4,93,101,4,122,38,143,152,2,173,1,191,201,1,other,0.117647059,0.972268075,0.62137956,0
14,18,32,49,1950,61,74,4,93,101,1,123,34,142,152,2,173,1,192,201,1,other,0.205882353,0.906459778,0.439505513,0
11,24,32,41,2924,61,73,3,93,103,4,124,63,141,152,1,173,2,192,201,1,other,0.294117647,0.852866733,0.523469962,0
11,24,33,43,1659,61,72,4,92,101,2,123,29,143,151,1,172,1,192,201,2,other,0.294117647,0.922471663,0.342621267,0
14,48,33,43,7238,65,75,3,93,101,3,123,32,141,152,2,173,2,191,201,1,other,0.647058824,0.615494663,0.637994447,0
14,33,33,49,2764,61,73,2,92,101,2,123,26,143,152,2,173,1,192,201,1,other,0.426470588,0.861670518,0.534227803,0
14,24,33,41,4679,61,74,3,93,101,3,123,35,143,152,2,172,1,192,201,1,other,0.294117647,0.756300209,0.528759911,0
12,24,32,43,3092,62,72,3,94,101,2,123,22,143,151,1,173,1,192,201,2,young,0.294117647,0.843622758,0.382215269,1
11,6,32,46,448,61,72,4,92,101,4,122,23,143,152,1,173,1,191,201,2,young,0.029411765,0.989105315,0.422049689,1
11,9,32,40,654,61,73,4,93,101,3,123,28,143,152,1,172,1,191,201,2,other,0.073529412,0.977770441,0.404892996,0
14,6,32,48,1238,65,71,4,93,101,4,122,36,143,152,1,174,2,192,201,1,other,0.029411765,0.945636624,0.390706677,0
12,18,34,43,1245,61,73,4,94,101,2,123,33,143,152,1,173,1,191,201,2,other,0.205882353,0.945251458,0.400210942,0
11,18,30,42,3114,61,72,1,92,101,4,122,26,143,151,1,173,1,191,201,2,other,0.205882353,0.842412237,0.520612947,0
14,39,32,41,2569,63,73,4,93,101,4,123,24,143,152,1,173,1,191,201,1,young,0.514705882,0.872400132,0.537136003,1
13,24,32,43,5152,61,74,4,93,101,2,123,25,141,152,1,173,1,191,201,1,young,0.294117647,0.730274018,0.423142635,0
12,12,32,49,1037,62,74,3,93,101,4,121,39,143,152,1,172,1,191,201,1,other,0.117647059,0.956696379,0.533211182,0
11,15,34,42,1478,61,75,4,93,101,4,123,44,143,152,2,173,2,192,201,1,other,0.161764706,0.932430945,0.622175935,0
12,12,34,43,3573,61,73,1,92,101,1,121,23,143,152,1,172,1,191,201,1,young,0.117647059,0.817156377,0.383219244,1
12,24,32,40,1201,61,72,4,93,101,1,122,26,143,152,1,173,1,191,201,1,other,0.294117647,0.947672499,0.324053981,0
11,30,32,42,3622,64,75,4,92,101,4,122,57,143,151,2,173,1,192,201,1,other,0.382352941,0.814460218,0.641267564,0
14,15,33,42,960,64,74,3,92,101,2,122,30,143,152,2,173,1,191,201,1,other,0.161764706,0.960933201,0.518951549,0
14,12,34,40,1163,63,73,4,93,101,4,121,44,143,152,1,173,1,192,201,1,other,0.117647059,0.949763398,0.477657759,0
12,6,33,40,1209,61,71,4,93,101,4,122,47,143,152,1,174,1,192,201,2,other,0.029411765,0.94723231,0.391003549,0
14,12,32,43,3077,61,73,2,93,101,4,123,52,143,152,1,173,1,192,201,1,other,0.117647059,0.844448113,0.520079722,0
14,24,32,40,3757,61,75,4,92,102,4,124,62,143,153,1,173,1,192,201,1,other,0.294117647,0.807032024,0.576958078,0
14,10,32,40,1418,62,73,3,93,101,2,121,35,143,151,1,172,1,191,202,1,other,0.088235294,0.935732365,0.384304061,0
14,6,32,40,3518,61,73,2,93,103,3,122,26,143,151,1,173,1,191,201,1,other,0.029411765,0.820182679,0.452637726,0
14,12,34,43,1934,61,75,2,93,101,2,124,26,143,152,2,173,1,191,201,1,other,0.117647059,0.907340156,0.578292195,0
12,27,30,49,8318,61,75,2,92,101,4,124,42,143,153,2,174,1,192,201,2,other,0.338235294,0.55606911,0.670258184,0
14,6,34,43,1237,62,73,1,92,101,1,122,27,143,152,2,173,1,191,201,1,other,0.029411765,0.945691647,0.460484356,0
12,6,32,43,368,65,75,4,93,101,4,122,38,143,152,1,173,1,191,201,1,other,0.029411765,0.993507208,0.56240353,0
11,12,34,40,2122,61,73,3,93,101,2,121,39,143,151,2,172,2,191,202,1,other,0.117647059,0.896995708,0.429080825,0
11,24,32,42,2996,65,73,2,94,101,4,123,20,143,152,1,173,1,191,201,2,young,0.294117647,0.848905029,0.553740653,1
12,36,32,42,9034,62,72,4,93,102,1,124,29,143,151,1,174,1,192,201,2,other,0.470588235,0.516672169,0.299955424,0
14,24,34,42,1585,61,74,4,93,101,3,122,40,143,152,2,173,1,191,201,1,other,0.294117647,0.926543414,0.552681128,0
12,18,32,43,1301,61,75,4,94,103,2,121,32,143,152,1,172,1,191,201,1,other,0.205882353,0.942170133,0.469405114,0
13,6,34,40,1323,62,75,2,91,101,4,123,28,143,152,2,173,2,192,201,1,other,0.029411765,0.940959613,0.661154365,0
11,24,32,40,3123,61,72,4,92,101,1,122,27,143,152,1,173,1,191,201,2,other,0.294117647,0.841917024,0.304378544,0
11,36,32,41,5493,61,75,2,93,101,4,124,42,143,153,1,173,2,191,201,1,other,0.470588235,0.71151095,0.654033957,0
13,9,32,43,1126,62,75,2,91,101,4,121,49,143,152,1,173,1,191,201,1,other,0.073529412,0.951799274,0.624867352,0
12,24,34,43,1216,62,72,4,93,101,4,124,38,141,152,2,173,2,191,201,2,other,0.294117647,0.946847144,0.509946938,0
11,24,32,40,1207,61,72,4,92,101,4,122,24,143,151,1,173,1,191,201,2,young,0.294117647,0.947342357,0.463527443,1
14,10,32,40,1309,65,73,4,93,103,4,122,27,143,152,1,172,1,191,201,2,other,0.088235294,0.941729944,0.447435393,0
13,15,34,41,2360,63,73,2,93,101,2,123,36,143,152,1,173,1,192,201,1,other,0.161764706,0.883900077,0.442604301,0
12,15,31,40,6850,62,71,1,93,101,2,122,34,143,152,1,174,2,192,201,2,other,0.161764706,0.636843843,0.35788066,0
14,24,32,43,1413,61,73,4,94,101,2,122,28,143,152,1,173,1,191,201,1,other,0.294117647,0.936007483,0.414907001,0
14,39,32,41,8588,62,75,4,93,101,2,123,45,143,152,1,174,1,192,201,1,other,0.514705882,0.541212721,0.498775554,0
11,12,32,40,759,61,74,4,93,101,2,121,26,143,152,1,173,1,191,201,2,other,0.117647059,0.971992957,0.435281863,0
14,36,32,41,4686,61,73,2,93,101,2,124,32,143,153,1,174,1,192,201,1,other,0.470588235,0.755915043,0.499504486,0
13,15,32,49,2687,61,74,2,93,101,4,122,26,143,151,1,173,1,192,201,1,other,0.161764706,0.86590734,0.578791698,0
12,12,33,43,585,61,73,4,94,102,4,121,20,143,151,2,173,1,191,201,1,young,0.117647059,0.981567074,0.53008635,1
14,24,32,40,2255,65,72,4,93,101,1,122,54,143,152,1,173,1,191,201,1,other,0.294117647,0.889677561,0.313264225,0
11,6,34,40,609,61,74,4,92,101,3,122,37,143,152,2,173,1,191,202,1,other,0.029411765,0.980246506,0.513424795,0
11,6,34,40,1361,61,72,2,93,101,4,121,40,143,152,1,172,2,191,202,1,other,0.029411765,0.938868714,0.451463035,0
14,36,34,42,7127,61,72,2,92,101,4,122,23,143,151,2,173,1,192,201,2,young,0.470588235,0.621602289,0.544283508,1
11,6,32,40,1203,62,75,3,93,101,2,122,43,143,152,1,173,1,192,201,1,other,0.029411765,0.947562452,0.491840164,0
14,6,34,43,700,65,75,4,93,101,4,124,36,143,153,2,173,1,191,201,1,other,0.029411765,0.975239353,0.605516487,0
14,24,34,45,5507,61,75,3,93,101,4,124,44,143,153,2,173,1,191,201,1,other,0.294117647,0.710740618,0.636562778,0
11,18,32,43,3190,61,73,2,92,101,2,121,24,143,152,1,173,1,191,201,2,young,0.205882353,0.838230439,0.442315558,1
11,48,30,42,7119,61,73,3,93,101,4,124,53,143,153,2,173,2,191,201,2,other,0.647058824,0.622042478,0.592701017,0
14,24,32,41,3488,62,74,3,92,101,4,123,23,143,152,1,173,1,191,201,1,young,0.294117647,0.821833388,0.564207945,1
12,18,32,43,1113,61,73,4,92,103,4,121,26,143,152,1,172,2,191,201,1,other,0.205882353,0.952514581,0.471329662,0
12,26,32,41,7966,61,72,2,93,101,3,123,30,143,152,2,173,1,191,201,1,other,0.323529412,0.575437438,0.46182329,0
14,15,34,46,1532,62,73,4,92,101,3,123,31,143,152,1,173,1,191,201,1,other,0.161764706,0.929459668,0.435576628,0
14,4,34,43,1503,61,74,2,93,101,1,121,42,143,152,2,172,2,191,201,1,other,0.0,0.931055354,0.44453743,0
11,36,32,43,2302,61,73,4,91,101,4,123,31,143,151,1,173,1,191,201,2,other,0.470588235,0.887091449,0.531661337,0
11,6,32,40,662,61,72,3,93,101,4,121,41,143,152,1,172,2,192,201,1,other,0.029411765,0.977330252,0.427610918,0
12,36,32,46,2273,61,74,3,93,101,1,123,32,143,152,2,173,2,191,201,1,other,0.470588235,0.888687135,0.516454333,0
12,15,32,40,2631,62,73,2,92,101,4,123,28,143,151,2,173,1,192,201,2,other,0.161764706,0.868988665,0.579364968,0
14,12,33,41,1503,61,73,4,94,101,4,121,41,143,151,1,173,1,191,201,1,other,0.117647059,0.931055354,0.474177193,0
14,24,32,43,1311,62,74,4,94,101,3,122,26,143,152,1,173,1,192,201,1,other,0.294117647,0.941619897,0.508974427,0
14,24,32,43,3105,65,72,4,93,101,2,123,25,143,152,2,173,1,191,201,1,young,0.294117647,0.84290745,0.397586065,0
13,21,34,46,2319,61,72,2,91,101,1,123,33,143,151,1,173,1,191,201,2,other,0.25,0.886156047,0.366416629,0
11,6,32,40,1374,65,71,4,92,101,3,122,75,143,152,1,174,1,192,201,1,other,0.029411765,0.938153406,0.342802822,0
12,18,34,42,3612,61,75,3,92,101,4,122,37,143,152,1,173,1,192,201,1,other,0.205882353,0.815010454,0.593034321,0
11,48,32,40,7763,61,75,4,93,101,4,124,42,141,153,1,174,1,191,201,2,other,0.647058824,0.586607241,0.624868105,0
13,18,32,42,3049,61,72,1,92,101,1,122,45,142,152,1,172,1,191,201,1,other,0.205882353,0.845988775,0.358487652,0
12,12,32,43,1534,61,72,1,94,101,1,121,23,143,151,1,173,1,191,201,2,young,0.117647059,0.92934962,0.380836591,1
14,24,33,40,2032,61,75,4,93,101,4,124,60,143,153,2,173,1,192,201,1,other,0.294117647,0.901947838,0.641128462,0
11,30,32,42,6350,65,75,4,93,101,4,122,31,143,152,1,173,1,191,201,2,other,0.382352941,0.664355673,0.56682951,0
13,18,32,42,2864,61,73,2,93,101,1,121,34,143,152,1,172,2,191,201,2,other,0.205882353,0.856168152,0.375885365,0
14,12,34,40,1255,61,75,4,93,101,4,121,61,143,152,2,172,1,191,201,1,other,0.117647059,0.944701222,0.592995029,0
11,24,33,40,1333,61,71,4,93,101,2,121,43,143,153,2,173,2,191,201,2,other,0.294117647,0.940409376,0.36921433,0
14,24,34,40,2022,61,73,4,92,101,4,123,37,143,152,1,173,1,192,201,1,other,0.294117647,0.902498074,0.501695948,0
14,24,32,43,1552,61,74,3,93,101,1,123,32,141,152,1,173,2,191,201,1,other,0.294117647,0.928359194,0.444491815,0
11,12,31,43,626,61,73,4,92,101,4,121,24,141,152,1,172,1,191,201,2,young,0.117647059,0.979311104,0.459899193,1
14,48,34,41,8858,65,74,2,93,101,1,124,35,143,153,2,173,1,192,201,1,other,0.647058824,0.526356333,0.51288344,0
14,12,34,45,996,65,74,4,92,101,4,121,23,143,152,2,173,1,191,201,1,young,0.117647059,0.95895235,0.572390588,1
14,6,31,43,1750,63,75,2,93,101,4,122,45,141,152,1,172,2,191,201,1,other,0.029411765,0.91746451,0.587015741,0
11,48,32,43,6999,61,74,1,94,103,1,121,34,143,152,2,173,1,192,201,2,other,0.647058824,0.628645317,0.562921701,0
12,12,34,40,1995,62,72,4,93,101,1,123,27,143,152,1,173,1,191,201,1,other,0.117647059,0.903983713,0.283094097,0
12,9,32,46,1199,61,74,4,92,101,4,122,67,143,152,2,174,1,192,201,1,other,0.073529412,0.947782546,0.585360364,0
12,12,32,43,1331,61,72,2,93,101,1,123,22,142,152,1,173,1,191,201,2,young,0.117647059,0.940519423,0.351906942,1
12,18,30,40,2278,62,72,3,92,101,3,123,28,143,152,2,173,1,191,201,2,other,0.205882353,0.888412017,0.467155542,0
14,21,30,40,5003,65,73,1,92,101,4,122,29,141,152,2,173,1,192,201,2,other,0.25,0.738472543,0.60250652,0
11,24,31,42,3552,61,74,3,93,101,4,123,27,141,152,1,173,1,191,201,2,other,0.294117647,0.818311874,0.563552779,0
12,18,34,42,1928,61,72,2,93,101,2,121,31,143,152,2,172,1,191,201,2,other,0.205882353,0.907670298,0.431978788,0
11,24,32,41,2964,65,75,4,93,101,4,124,49,141,153,1,173,2,192,201,1,other,0.294117647,0.850665786,0.585075988,0
11,24,31,43,1546,61,74,4,93,103,4,123,24,141,151,1,172,1,191,201,2,young,0.294117647,0.928689336,0.529824555,1
13,6,33,43,683,61,72,2,92,101,1,122,29,141,152,1,173,1,191,201,1,other,0.029411765,0.976174755,0.342124624,0
12,36,32,40,12389,65,73,1,93,101,4,124,37,143,153,1,173,1,192,201,2,other,0.470588235,0.332067789,0.521424377,0
12,24,33,49,4712,65,73,4,93,101,2,122,37,141,152,2,174,1,192,201,1,other,0.294117647,0.754484428,0.450902712,0
12,24,33,43,1553,62,74,3,92,101,2,122,23,143,151,2,173,1,192,201,1,young,0.294117647,0.928304171,0.537504834,1
11,12,32,40,1372,61,74,2,91,101,3,123,36,143,152,1,173,1,191,201,2,other,0.117647059,0.938263453,0.537533739,0
14,24,34,43,2578,64,75,2,93,101,2,123,34,143,152,1,173,1,191,201,1,other,0.294117647,0.871904919,0.558019702,0
12,48,32,43,3979,65,74,4,93,101,1,123,41,143,152,2,173,2,192,201,1,other,0.647058824,0.794816771,0.500814064,0
11,48,32,43,6758,61,73,3,92,101,2,123,31,143,152,1,173,1,192,201,2,other,0.647058824,0.64190602,0.456861676,0
11,24,32,42,3234,61,72,4,92,101,4,121,23,143,151,1,172,1,192,201,2,young,0.294117647,0.835809398,0.419521311,1
14,30,34,43,5954,61,74,3,93,102,2,123,38,143,152,1,173,1,191,201,1,other,0.382352941,0.686145042,0.462356214,0
14,24,32,41,5433,65,71,2,92,101,4,122,26,143,151,1,174,1,192,201,1,other,0.294117647,0.714812369,0.459025739,0
11,15,32,49,806,61,73,4,92,101,4,122,22,143,152,1,172,1,191,201,1,young,0.161764706,0.969406845,0.466264475,1
12,9,32,43,1082,61,75,4,93,101,4,123,27,143,152,2,172,1,191,201,1,other,0.073529412,0.954220315,0.586558089,0
14,15,34,42,2788,61,74,2,92,102,3,123,24,141,152,2,173,1,191,201,1,young,0.161764706,0.86034995,0.577757766,1
12,12,32,43,2930,61,74,2,92,101,1,121,27,143,152,1,173,1,191,201,1,other,0.117647059,0.852536591,0.428561299,0
14,24,34,46,1927,65,73,3,92,101,2,123,33,143,152,2,173,1,192,201,1,other,0.294117647,0.907725322,0.487164583,0
12,36,34,40,2820,61,72,4,91,101,4,123,27,143,152,2,173,1,191,201,2,other,0.470588235,0.858589193,0.526358591,0
14,24,32,48,937,61,72,4,94,101,3,123,27,143,152,2,172,1,191,201,1,other,0.294117647,0.962198745,0.443035608,0
12,18,34,40,1056,61,75,3,93,103,3,121,30,141,152,2,173,1,191,201,2,other,0.205882353,0.95565093,0.619199991,0
12,12,34,40,3124,61,72,1,93,101,3,121,49,141,152,2,172,2,191,201,1,other,0.117647059,0.841862001,0.480838895,0
14,9,32,42,1388,61,73,4,92,101,2,121,26,143,151,1,173,1,191,201,1,other,0.073529412,0.937383075,0.374123253,0
12,36,32,45,2384,61,72,4,93,101,1,124,33,143,151,1,172,1,191,201,2,other,0.470588235,0.882579509,0.32151958,0
14,12,32,40,2133,65,75,4,92,101,4,124,52,143,153,1,174,1,192,201,1,other,0.117647059,0.896390448,0.584006978,0
11,18,32,42,2039,61,73,1,92,101,4,121,20,141,151,1,173,1,191,201,2,young,0.205882353,0.901562672,0.578129307,1
11,9,34,40,2799,61,73,2,93,101,2,121,36,143,151,2,173,2,191,201,1,other,0.073529412,0.85974469,0.468206034,0
11,12,32,42,1289,61,73,4,93,103,1,122,21,143,152,1,172,1,191,201,1,young,0.117647059,0.942830417,0.313577205,1
11,18,32,44,1217,61,73,4,94,101,3,121,47,143,152,1,172,1,192,201,2,other,0.205882353,0.946792121,0.42375339,0
11,12,34,42,2246,61,75,3,93,101,3,122,60,143,152,2,173,1,191,201,2,other,0.117647059,0.890172774,0.590602139,0
11,12,34,43,385,61,74,4,92,101,3,121,58,143,152,4,172,1,192,201,1,other,0.117647059,0.992571806,0.601901184,0
12,24,33,40,1965,65,73,4,92,101,4,123,42,143,151,2,173,1,192,201,1,other,0.294117647,0.905634423,0.548791083,0
14,21,32,49,1572,64,75,4,92,101,4,121,36,141,152,1,172,1,191,201,1,other,0.25,0.927258721,0.567862088,0
12,24,32,40,2718,61,73,3,92,101,4,122,20,143,151,1,172,1,192,201,2,young,0.294117647,0.864201607,0.502322962,1
11,24,31,410,1358,65,75,4,93,101,3,123,40,142,152,1,174,1,192,201,2,other,0.294117647,0.939033785,0.578260731,0
12,6,31,40,931,62,72,1,92,101,1,122,32,142,152,1,172,1,191,201,2,other,0.029411765,0.962528887,0.347337796,0
11,24,32,40,1442,61,74,4,92,101,4,123,23,143,151,2,173,1,191,201,2,young,0.294117647,0.934411797,0.600656641,1
12,24,30,49,4241,61,73,1,93,101,4,121,36,143,152,3,172,1,192,201,2,other,0.294117647,0.780400572,0.641770831,0
14,18,34,40,2775,61,74,2,93,101,2,122,31,141,152,2,173,1,191,201,2,other,0.205882353,0.861065258,0.539587152,0
14,24,33,49,3863,61,73,1,93,101,2,124,32,143,153,1,173,1,191,201,1,other,0.294117647,0.801199516,0.482849705,0
12,7,32,43,2329,61,72,1,92,103,1,121,45,143,152,1,173,1,191,201,1,other,0.044117647,0.88560581,0.359018318,0
12,9,32,42,918,61,73,4,92,101,1,122,30,143,152,1,173,1,191,201,2,other,0.073529412,0.963244195,0.332422997,0
12,24,31,46,1837,61,74,4,92,101,4,124,34,141,153,1,172,1,191,201,2,other,0.294117647,0.912677451,0.5268456,0
14,36,32,42,3349,61,73,4,92,101,2,123,28,143,152,1,174,1,192,201,2,other,0.470588235,0.829481677,0.451175798,0
13,10,32,42,1275,61,72,4,92,101,2,122,23,143,152,1,173,1,191,201,1,young,0.088235294,0.943600748,0.33150438,1
11,24,31,42,2828,63,73,4,93,101,4,121,22,142,152,1,173,1,192,201,1,young,0.294117647,0.858149004,0.493444958,1
14,24,34,49,4526,61,73,3,93,101,2,121,74,143,152,1,174,1,192,201,1,other,0.294117647,0.764718829,0.43730291,0
12,36,32,43,2671,62,73,4,92,102,4,124,50,143,153,1,173,1,191,201,2,other,0.470588235,0.866787719,0.527883898,0
14,18,32,43,2051,61,72,4,93,101,1,121,33,143,152,1,173,1,191,201,1,other,0.205882353,0.900902388,0.298936696,0
14,15,32,41,1300,65,75,4,93,101,4,124,45,141,153,1,173,2,191,201,1,other,0.161764706,0.942225157,0.577486486,0
11,12,32,44,741,62,71,4,92,101,3,122,22,143,152,1,173,1,191,201,2,young,0.117647059,0.972983383,0.342442873,1
13,10,32,40,1240,62,75,1,92,101,4,124,48,143,153,1,172,2,191,201,2,other,0.088235294,0.945526576,0.634188255,0
11,21,32,43,3357,64,72,4,92,101,2,123,29,141,152,1,173,1,191,201,1,other,0.25,0.829041488,0.340286788,0
11,24,31,41,3632,61,73,1,92,103,4,123,22,141,151,1,173,1,191,202,1,young,0.294117647,0.813909981,0.578237698,1
14,18,33,42,1808,61,74,4,92,101,1,121,22,143,152,1,173,1,191,201,2,young,0.205882353,0.914273137,0.394447533,1
12,48,30,49,12204,65,73,2,93,101,2,123,48,141,152,1,174,1,192,201,1,other,0.647058824,0.342247166,0.455374758,0
12,60,33,43,9157,65,73,2,93,101,2,124,27,143,153,1,174,1,191,201,1,other,0.823529412,0.509904259,0.519398512,0
11,6,34,40,3676,61,73,1,93,101,3,121,37,143,151,3,173,2,191,201,1,other,0.029411765,0.81148894,0.575051294,0
12,30,32,42,3441,62,73,2,92,102,4,123,21,143,151,1,173,1,191,201,2,young,0.382352941,0.8244195,0.565601074,1
14,12,32,40,640,61,73,4,91,101,2,121,49,143,152,1,172,1,191,201,1,other,0.117647059,0.978540773,0.36673262,0
12,21,34,49,3652,61,74,2,93,101,3,122,27,143,152,2,173,1,191,201,1,other,0.25,0.812809508,0.585328901,0
14,18,34,40,1530,61,73,3,93,101,2,122,32,141,152,2,173,1,191,201,2,other,0.205882353,0.929569715,0.474812788,0
14,48,32,49,3914,65,73,4,91,101,2,121,38,141,152,1,173,1,191,201,2,other,0.647058824,0.798393309,0.454967839,0
11,12,32,42,1858,61,72,4,92,101,1,123,22,143,151,1,173,1,191,201,1,young,0.117647059,0.911521954,0.284496561,1
11,18,32,43,2600,61,73,4,93,101,4,124,65,143,153,2,173,1,191,201,2,other,0.205882353,0.870694399,0.525874744,0
14,15,32,43,1979,65,75,4,93,101,2,123,35,143,152,1,173,1,191,201,1,other,0.161764706,0.904864092,0.477512334,0
13,6,32,42,2116,61,73,2,93,101,2,121,41,143,152,1,173,1,192,201,1,other,0.029411765,0.89732585,0.420478316,0
12,9,31,40,1437,62,74,2,93,101,3,124,29,143,152,1,173,1,191,201,2,other,0.073529412,0.934686915,0.528660402,0
14,42,34,42,4042,63,73,4,93,101,4,121,36,143,152,2,173,1,192,201,1,other,0.558823529,0.791350281,0.576776523,0
14,9,32,46,3832,65,75,1,93,101,4,121,64,143,152,1,172,1,191,201,1,other,0.073529412,0.802905249,0.604918076,0
11,24,32,43,3660,61,73,2,92,101,4,123,28,143,152,1,173,1,191,201,1,other,0.294117647,0.812369319,0.546943311,0
11,18,31,42,1553,61,73,4,93,101,3,123,44,141,152,1,173,1,191,201,2,other,0.205882353,0.928304171,0.443569586,0
12,15,32,43,1444,65,72,4,93,101,1,122,23,143,152,1,173,1,191,201,1,young,0.161764706,0.93430175,0.296942596,1
14,9,32,42,1980,61,72,2,92,102,2,123,19,143,151,2,173,1,191,201,2,young,0.073529412,0.904809068,0.430078477,1
12,24,32,40,1355,61,72,3,92,101,4,123,25,143,152,1,172,1,192,201,2,young,0.294117647,0.939198856,0.469764311,0
14,12,32,46,1393,61,75,4,93,101,4,122,47,141,152,3,173,2,192,201,1,other,0.117647059,0.937107956,0.66134977,0
