StatusExistingAcc,DurationMonth_x,CreditHistory,Purpose,CreditAmount_x,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary,DurationMonth_y,CreditAmount_y,score,age25,DurationMonth_C,CreditAmount_C,Age_C
14,18,32,3,1126,65,72,4,92,101,2,121,21,143,151,1,173,1,192,201,1,young,0.205882353,0.951799274,0.354917512,1,1,1,1
12,18,34,2,7374,61,71,4,93,101,4,122,40,142,152,2,174,1,192,201,1,other,0.205882353,0.608011445,0.407236055,0,1,3,2
12,15,34,9,2326,63,73,2,93,101,4,123,27,141,152,1,173,1,191,201,1,other,0.161764706,0.885770881,0.535975613,0,1,2,1
14,9,32,9,1449,61,74,3,92,101,2,123,27,143,152,2,173,1,191,201,1,other,0.073529412,0.934026631,0.497529806,0,1,1,1
14,18,32,0,1820,61,73,2,94,101,2,122,30,143,152,1,174,1,192,201,1,other,0.205882353,0.913612854,0.479596007,0,1,1,1
12,12,32,2,983,64,72,1,92,101,4,121,19,143,151,1,172,1,191,201,1,young,0.117647059,0.959667657,0.502756226,1,1,1,1
11,36,32,0,3249,61,74,2,93,101,4,124,39,141,153,1,174,2,192,201,1,other,0.470588235,0.834984043,0.653749881,0,2,2,2
11,6,34,3,1957,61,74,1,92,101,4,123,31,143,152,1,173,1,191,201,1,other,0.029411765,0.906074612,0.592648628,0,1,1,1
14,9,34,2,2406,61,71,2,93,101,3,123,31,143,152,1,174,1,191,201,1,other,0.073529412,0.881368989,0.402461718,0,1,2,1
12,39,33,6,11760,62,74,2,93,101,3,124,32,143,151,1,173,1,192,201,1,other,0.514705882,0.366677671,0.505063607,0,2,3,1
11,12,32,2,2578,61,71,3,92,101,4,124,55,143,153,1,174,1,191,201,1,other,0.117647059,0.871904919,0.424412771,0,1,2,3
11,36,34,2,2348,61,73,3,94,101,2,122,46,143,152,2,173,1,192,201,1,other,0.470588235,0.884560361,0.515686561,0,2,2,2
12,12,32,0,1223,61,75,1,91,101,1,121,46,143,151,2,173,1,191,201,2,other,0.117647059,0.946461979,0.570066798,0,1,1,2
14,24,34,3,1516,64,73,4,92,101,1,121,43,143,152,2,172,1,191,201,1,other,0.294117647,0.930340046,0.39059678,0,1,1,2
14,18,32,3,1473,61,72,3,94,101,4,121,39,143,152,1,173,1,192,201,1,other,0.205882353,0.932706064,0.475396295,0,1,1,2
12,18,34,9,1887,65,73,4,94,101,4,121,28,141,152,2,173,1,191,201,1,other,0.205882353,0.909926268,0.533173697,0,1,1,1
14,24,33,9,8648,61,72,2,93,101,2,123,27,141,152,2,173,1,192,201,2,other,0.294117647,0.537911302,0.402858099,0,1,3,1
14,14,33,0,802,61,73,4,93,101,2,123,27,143,152,2,172,1,191,201,1,other,0.147058824,0.96962694,0.417057816,0,1,1,1
12,18,33,0,2899,65,75,4,93,101,4,123,43,143,152,1,173,2,191,201,1,other,0.205882353,0.854242324,0.569325521,0,1,2,2
12,24,32,3,2039,61,72,1,94,101,1,122,22,143,152,1,173,1,192,201,2,young,0.294117647,0.901562672,0.408498664,1,1,2,1
14,24,34,1,2197,65,74,4,93,101,4,123,43,143,152,2,173,2,192,201,1,other,0.294117647,0.892868934,0.592927736,0,1,2,2
11,15,32,3,1053,61,72,4,94,101,2,121,27,143,152,1,173,1,191,202,1,other,0.161764706,0.955816001,0.347456876,0,1,1,1
14,24,32,3,3235,63,75,3,91,101,2,123,26,143,152,1,174,1,192,201,1,other,0.294117647,0.835754374,0.543542082,0,1,2,1
13,12,34,0,939,63,74,4,94,101,2,121,28,143,152,3,173,1,192,201,2,other,0.117647059,0.962088698,0.526462466,0,1,1,1
12,24,32,3,1967,61,75,4,92,101,4,123,20,143,152,1,173,1,192,201,1,young,0.294117647,0.905524375,0.595282237,1,1,1,1
14,33,34,1,7253,61,74,3,93,101,2,123,35,143,152,2,174,1,192,201,1,other,0.426470588,0.614669308,0.527033779,0,2,3,2
14,12,34,9,2292,61,71,4,93,101,2,123,42,142,152,2,174,1,192,201,2,other,0.117647059,0.887641686,0.349821162,0,1,2,2
14,10,32,0,1597,63,73,3,93,101,2,124,40,143,151,1,172,2,191,202,1,other,0.088235294,0.92588313,0.382471645,0,1,1,2
11,24,32,0,1381,65,73,4,92,101,2,122,35,143,152,1,173,1,191,201,2,other,0.294117647,0.93776824,0.415234584,0,1,1,2
14,36,34,1,5842,61,75,2,93,101,2,122,35,143,152,2,173,2,192,201,1,other,0.470588235,0.692307692,0.60394963,0,2,3,2
11,12,32,0,2579,61,72,4,93,101,1,121,33,143,152,1,172,2,191,201,2,other,0.117647059,0.871849895,0.253859898,0,1,2,1
11,18,33,6,8471,65,73,1,92,101,2,123,23,143,151,2,173,1,192,201,1,young,0.205882353,0.54765049,0.465773552,1,1,3,1
14,21,32,0,2782,63,74,1,92,101,2,123,31,141,152,1,174,1,191,201,1,other,0.25,0.860680092,0.555475366,0,1,2,1
12,18,32,0,1042,65,73,4,92,101,2,122,33,143,152,1,173,1,191,201,2,other,0.205882353,0.956421261,0.402289044,0,1,1,1
14,15,32,0,3186,64,74,2,92,101,3,123,20,143,151,1,173,1,191,201,1,young,0.161764706,0.838450534,0.527171828,1,1,2,1
12,12,32,1,2028,65,73,4,93,101,2,123,30,143,152,1,173,1,191,201,1,other,0.117647059,0.902167932,0.375779533,0,1,2,1
12,12,34,0,958,61,74,2,93,101,3,121,47,143,152,2,172,2,191,201,1,other,0.117647059,0.961043249,0.565027654,0,1,1,2
14,21,33,2,1591,62,74,4,93,101,3,121,34,143,152,2,174,1,191,201,1,other,0.25,0.926213272,0.567667585,0,1,1,1
12,12,32,2,2762,65,75,1,92,101,2,122,25,141,152,1,173,1,192,201,2,young,0.117647059,0.861780566,0.554312116,0,1,2,1
12,18,32,1,2779,61,73,1,94,101,3,123,21,143,151,1,173,1,192,201,1,young,0.205882353,0.860845163,0.524042329,1,1,2,1
14,28,34,3,2743,61,75,4,93,101,2,123,29,143,152,2,173,1,191,201,1,other,0.352941176,0.862826015,0.55177064,0,2,2,1
14,18,34,3,1149,64,73,4,93,101,3,121,46,143,152,2,173,1,191,201,1,other,0.205882353,0.95053373,0.494216946,0,1,1,2
14,9,32,2,1313,61,75,1,93,101,4,123,20,143,152,1,173,1,191,201,1,young,0.073529412,0.941509849,0.653960793,1,1,1,1
11,18,34,5,1190,61,71,2,92,101,4,124,55,143,153,3,171,2,191,201,2,other,0.205882353,0.948277759,0.509301106,0,1,1,3
14,5,32,9,3448,61,74,1,93,101,4,121,74,143,152,1,172,1,191,201,1,other,0.014705882,0.824034335,0.551393529,0,1,2,3
12,24,32,10,11328,61,73,2,93,102,3,123,29,141,152,2,174,1,192,201,2,other,0.294117647,0.390447893,0.491702116,0,1,3,1
11,6,34,2,1872,61,71,4,93,101,4,124,36,143,153,3,174,1,192,201,1,other,0.029411765,0.910751623,0.4772397,0,1,1,2
14,24,34,5,2058,61,73,4,91,101,2,121,33,143,152,2,173,1,192,201,1,other,0.294117647,0.900517222,0.45481579,0,1,2,1
11,9,32,2,2136,61,73,3,93,101,2,121,25,143,152,1,173,1,191,201,1,young,0.073529412,0.896225377,0.397473759,0,1,2,1
12,12,32,3,1484,65,73,2,94,101,1,121,25,143,152,1,173,1,192,201,2,young,0.117647059,0.932100803,0.396852315,0,1,1,1
14,6,32,5,660,63,74,2,94,101,4,121,23,143,151,1,172,1,191,201,1,young,0.029411765,0.977440299,0.5516624,1,1,1,1
14,24,34,0,1287,64,75,4,92,101,4,121,37,143,152,2,173,1,192,201,1,other,0.294117647,0.942940464,0.648754997,0,1,1,2
11,42,34,5,3394,61,71,4,93,102,4,123,65,143,152,2,171,1,191,201,1,other,0.558823529,0.827005612,0.443875189,0,2,2,3
13,12,31,9,609,61,72,4,92,101,1,121,26,143,152,1,171,1,191,201,2,other,0.117647059,0.980246506,0.250770896,0,1,1,1
14,12,32,0,1884,61,75,4,93,101,4,123,39,143,152,1,174,1,192,201,1,other,0.117647059,0.910091339,0.586555981,0,1,1,2
11,12,32,2,1620,61,73,2,92,102,3,122,30,143,152,1,173,1,191,201,1,other,0.117647059,0.924617586,0.488483345,0,1,1,1
12,20,33,10,2629,61,73,2,93,101,3,123,29,141,152,2,173,1,192,201,1,other,0.235294118,0.869098712,0.546553705,0,1,2,1
14,12,32,6,719,61,75,4,93,101,4,123,41,141,152,1,172,2,191,201,2,other,0.117647059,0.974193903,0.551970412,0,1,1,2
12,48,34,2,5096,61,73,2,92,101,3,123,30,143,152,1,174,1,192,201,2,other,0.647058824,0.733355343,0.574650698,0,2,3,1
14,9,34,6,1244,65,75,4,92,101,4,122,41,143,151,2,172,1,191,201,1,other,0.073529412,0.945306482,0.584899701,0,1,1,2
11,36,32,0,1842,61,72,4,92,101,4,123,34,143,152,1,173,1,192,201,2,other,0.470588235,0.912402333,0.48985871,0,2,1,1
12,7,32,3,2576,61,73,2,93,103,2,121,35,143,152,1,173,1,191,201,1,other,0.044117647,0.872014966,0.418505292,0,1,2,2
13,12,32,2,1424,65,75,3,92,101,4,121,55,143,152,1,174,1,192,201,1,other,0.117647059,0.935402223,0.622272735,0,1,1,3
12,15,33,5,1512,64,73,3,94,101,3,122,61,142,152,2,173,1,191,201,2,other,0.161764706,0.930560141,0.513300747,0,1,1,3
14,36,34,1,11054,65,73,4,93,101,2,123,30,143,152,1,174,1,192,201,1,other,0.470588235,0.405524375,0.372300021,0,2,3,1
14,6,32,3,518,61,73,3,92,101,1,121,29,143,152,1,173,1,191,201,1,other,0.029411765,0.985253659,0.359317598,0,1,1,1
14,12,30,2,2759,61,75,2,93,101,4,122,34,143,152,2,173,1,191,201,1,other,0.117647059,0.861945637,0.662869959,0,1,2,1
14,24,32,1,2670,61,75,4,93,101,4,123,35,143,152,1,174,1,192,201,1,other,0.294117647,0.866842742,0.611341468,0,1,2,2
11,24,32,0,4817,61,74,2,93,102,3,122,31,143,152,1,173,1,192,201,2,other,0.294117647,0.748706944,0.535099149,0,1,3,1
14,24,32,1,2679,61,72,4,92,101,1,124,29,143,152,1,174,1,192,201,1,other,0.294117647,0.866347529,0.332179568,0,1,2,1
11,11,34,0,3905,61,73,2,93,101,2,121,36,143,151,2,173,2,191,201,1,other,0.102941176,0.798888522,0.462355913,0,1,2,2
11,12,32,1,3386,61,75,3,93,101,4,124,35,143,153,1,173,1,192,201,2,other,0.117647059,0.827445802,0.578932005,0,1,2,2
11,6,32,4,343,61,72,4,92,101,1,121,27,143,152,1,173,1,191,201,1,other,0.029411765,0.9948828,0.283589686,0,1,1,1
14,18,32,3,4594,61,72,3,93,101,2,123,32,143,152,1,173,1,192,201,1,other,0.205882353,0.76097722,0.350423486,0,1,3,1
11,36,32,2,3620,61,73,1,93,103,2,122,37,143,152,1,173,2,191,201,1,other,0.470588235,0.814570265,0.518169023,0,2,2,2
11,15,32,0,1721,61,72,2,93,101,3,121,36,143,152,1,173,1,191,201,1,other,0.161764706,0.919060196,0.449145718,0,1,1,2
12,12,32,2,3017,61,72,3,92,101,1,121,34,143,151,1,174,1,191,201,1,other,0.117647059,0.847749532,0.32689549,0,1,2,1
12,12,32,8,754,65,75,4,93,101,4,122,38,143,152,2,173,1,191,201,1,other,0.117647059,0.972268075,0.62137956,0,1,1,2
14,18,32,9,1950,61,74,4,93,101,1,123,34,142,152,2,173,1,192,201,1,other,0.205882353,0.906459778,0.439505513,0,1,1,1
11,24,32,1,2924,61,73,3,93,103,4,124,63,141,152,1,173,2,192,201,1,other,0.294117647,0.852866733,0.523469962,0,1,2,3
11,24,33,3,1659,61,72,4,92,101,2,123,29,143,151,1,172,1,192,201,2,other,0.294117647,0.922471663,0.342621267,0,1,1,1
14,48,33,3,7238,65,75,3,93,101,3,123,32,141,152,2,173,2,191,201,1,other,0.647058824,0.615494663,0.637994447,0,2,3,1
14,33,33,9,2764,61,73,2,92,101,2,123,26,143,152,2,173,1,192,201,1,other,0.426470588,0.861670518,0.534227803,0,2,2,1
14,24,33,1,4679,61,74,3,93,101,3,123,35,143,152,2,172,1,192,201,1,other,0.294117647,0.756300209,0.528759911,0,1,3,2
12,24,32,3,3092,62,72,3,94,101,2,123,22,143,151,1,173,1,192,201,2,young,0.294117647,0.843622758,0.382215269,1,1,2,1
11,6,32,6,448,61,72,4,92,101,4,122,23,143,152,1,173,1,191,201,2,young,0.029411765,0.989105315,0.422049689,1,1,1,1
11,9,32,0,654,61,73,4,93,101,3,123,28,143,152,1,172,1,191,201,2,other,0.073529412,0.977770441,0.404892996,0,1,1,1
14,6,32,8,1238,65,71,4,93,101,4,122,36,143,152,1,174,2,192,201,1,other,0.029411765,0.945636624,0.390706677,0,1,1,2
12,18,34,3,1245,61,73,4,94,101,2,123,33,143,152,1,173,1,191,201,2,other,0.205882353,0.945251458,0.400210942,0,1,1,1
11,18,30,2,3114,61,72,1,92,101,4,122,26,143,151,1,173,1,191,201,2,other,0.205882353,0.842412237,0.520612947,0,1,2,1
14,39,32,1,2569,63,73,4,93,101,4,123,24,143,152,1,173,1,191,201,1,young,0.514705882,0.872400132,0.537136003,1,2,2,1
13,24,32,3,5152,61,74,4,93,101,2,123,25,141,152,1,173,1,191,201,1,young,0.294117647,0.730274018,0.423142635,0,1,3,1
12,12,32,9,1037,62,74,3,93,101,4,121,39,143,152,1,172,1,191,201,1,other,0.117647059,0.956696379,0.533211182,0,1,1,2
11,15,34,2,1478,61,75,4,93,101,4,123,44,143,152,2,173,2,192,201,1,other,0.161764706,0.932430945,0.622175935,0,1,1,2
12,12,34,3,3573,61,73,1,92,101,1,121,23,143,152,1,172,1,191,201,1,young,0.117647059,0.817156377,0.383219244,1,1,2,1
12,24,32,0,1201,61,72,4,93,101,1,122,26,143,152,1,173,1,191,201,1,other,0.294117647,0.947672499,0.324053981,0,1,1,1
11,30,32,2,3622,64,75,4,92,101,4,122,57,143,151,2,173,1,192,201,1,other,0.382352941,0.814460218,0.641267564,0,2,2,3
14,15,33,2,960,64,74,3,92,101,2,122,30,143,152,2,173,1,191,201,1,other,0.161764706,0.960933201,0.518951549,0,1,1,1
14,12,34,0,1163,63,73,4,93,101,4,121,44,143,152,1,173,1,192,201,1,other,0.117647059,0.949763398,0.477657759,0,1,1,2
12,6,33,0,1209,61,71,4,93,101,4,122,47,143,152,1,174,1,192,201,2,other,0.029411765,0.94723231,0.391003549,0,1,1,2
14,12,32,3,3077,61,73,2,93,101,4,123,52,143,152,1,173,1,192,201,1,other,0.117647059,0.844448113,0.520079722,0,1,2,3
14,24,32,0,3757,61,75,4,92,102,4,124,62,143,153,1,173,1,192,201,1,other,0.294117647,0.807032024,0.576958078,0,1,2,3
14,10,32,0,1418,62,73,3,93,101,2,121,35,143,151,1,172,1,191,202,1,other,0.088235294,0.935732365,0.384304061,0,1,1,2
14,6,32,0,3518,61,73,2,93,103,3,122,26,143,151,1,173,1,191,201,1,other,0.029411765,0.820182679,0.452637726,0,1,2,1
14,12,34,3,1934,61,75,2,93,101,2,124,26,143,152,2,173,1,191,201,1,other,0.117647059,0.907340156,0.578292195,0,1,1,1
12,27,30,9,8318,61,75,2,92,101,4,124,42,143,153,2,174,1,192,201,2,other,0.338235294,0.55606911,0.670258184,0,2,3,2
14,6,34,3,1237,62,73,1,92,101,1,122,27,143,152,2,173,1,191,201,1,other,0.029411765,0.945691647,0.460484356,0,1,1,1
12,6,32,3,368,65,75,4,93,101,4,122,38,143,152,1,173,1,191,201,1,other,0.029411765,0.993507208,0.56240353,0,1,1,2
11,12,34,0,2122,61,73,3,93,101,2,121,39,143,151,2,172,2,191,202,1,other,0.117647059,0.896995708,0.429080825,0,1,2,2
11,24,32,2,2996,65,73,2,94,101,4,123,20,143,152,1,173,1,191,201,2,young,0.294117647,0.848905029,0.553740653,1,1,2,1
12,36,32,2,9034,62,72,4,93,102,1,124,29,143,151,1,174,1,192,201,2,other,0.470588235,0.516672169,0.299955424,0,2,3,1
14,24,34,2,1585,61,74,4,93,101,3,122,40,143,152,2,173,1,191,201,1,other,0.294117647,0.926543414,0.552681128,0,1,1,2
12,18,32,3,1301,61,75,4,94,103,2,121,32,143,152,1,172,1,191,201,1,other,0.205882353,0.942170133,0.469405114,0,1,1,1
13,6,34,0,1323,62,75,2,91,101,4,123,28,143,152,2,173,2,192,201,1,other,0.029411765,0.940959613,0.661154365,0,1,1,1
11,24,32,0,3123,61,72,4,92,101,1,122,27,143,152,1,173,1,191,201,2,other,0.294117647,0.841917024,0.304378544,0,1,2,1
11,36,32,1,5493,61,75,2,93,101,4,124,42,143,153,1,173,2,191,201,1,other,0.470588235,0.71151095,0.654033957,0,2,3,2
13,9,32,3,1126,62,75,2,91,101,4,121,49,143,152,1,173,1,191,201,1,other,0.073529412,0.951799274,0.624867352,0,1,1,2
12,24,34,3,1216,62,72,4,93,101,4,124,38,141,152,2,173,2,191,201,2,other,0.294117647,0.946847144,0.509946938,0,1,1,2
11,24,32,0,1207,61,72,4,92,101,4,122,24,143,151,1,173,1,191,201,2,young,0.294117647,0.947342357,0.463527443,1,1,1,1
14,10,32,0,1309,65,73,4,93,103,4,122,27,143,152,1,172,1,191,201,2,other,0.088235294,0.941729944,0.447435393,0,1,1,1
13,15,34,1,2360,63,73,2,93,101,2,123,36,143,152,1,173,1,192,201,1,other,0.161764706,0.883900077,0.442604301,0,1,2,2
12,15,31,0,6850,62,71,1,93,101,2,122,34,143,152,1,174,2,192,201,2,other,0.161764706,0.636843843,0.35788066,0,1,3,1
14,24,32,3,1413,61,73,4,94,101,2,122,28,143,152,1,173,1,191,201,1,other,0.294117647,0.936007483,0.414907001,0,1,1,1
14,39,32,1,8588,62,75,4,93,101,2,123,45,143,152,1,174,1,192,201,1,other,0.514705882,0.541212721,0.498775554,0,2,3,2
11,12,32,0,759,61,74,4,93,101,2,121,26,143,152,1,173,1,191,201,2,other,0.117647059,0.971992957,0.435281863,0,1,1,1
14,36,32,1,4686,61,73,2,93,101,2,124,32,143,153,1,174,1,192,201,1,other,0.470588235,0.755915043,0.499504486,0,2,3,1
13,15,32,9,2687,61,74,2,93,101,4,122,26,143,151,1,173,1,192,201,1,other,0.161764706,0.86590734,0.578791698,0,1,2,1
12,12,33,3,585,61,73,4,94,102,4,121,20,143,151,2,173,1,191,201,1,young,0.117647059,0.981567074,0.53008635,1,1,1,1
14,24,32,0,2255,65,72,4,93,101,1,122,54,143,152,1,173,1,191,201,1,other,0.294117647,0.889677561,0.313264225,0,1,2,3
11,6,34,0,609,61,74,4,92,101,3,122,37,143,152,2,173,1,191,202,1,other,0.029411765,0.980246506,0.513424795,0,1,1,2
11,6,34,0,1361,61,72,2,93,101,4,121,40,143,152,1,172,2,191,202,1,other,0.029411765,0.938868714,0.451463035,0,1,1,2
14,36,34,2,7127,61,72,2,92,101,4,122,23,143,151,2,173,1,192,201,2,young,0.470588235,0.621602289,0.544283508,1,2,3,1
11,6,32,0,1203,62,75,3,93,101,2,122,43,143,152,1,173,1,192,201,1,other,0.029411765,0.947562452,0.491840164,0,1,1,2
14,6,34,3,700,65,75,4,93,101,4,124,36,143,153,2,173,1,191,201,1,other,0.029411765,0.975239353,0.605516487,0,1,1,2
14,24,34,5,5507,61,75,3,93,101,4,124,44,143,153,2,173,1,191,201,1,other,0.294117647,0.710740618,0.636562778,0,1,3,2
11,18,32,3,3190,61,73,2,92,101,2,121,24,143,152,1,173,1,191,201,2,young,0.205882353,0.838230439,0.442315558,1,1,2,1
11,48,30,2,7119,61,73,3,93,101,4,124,53,143,153,2,173,2,191,201,2,other,0.647058824,0.622042478,0.592701017,0,2,3,3
14,24,32,1,3488,62,74,3,92,101,4,123,23,143,152,1,173,1,191,201,1,young,0.294117647,0.821833388,0.564207945,1,1,2,1
12,18,32,3,1113,61,73,4,92,103,4,121,26,143,152,1,172,2,191,201,1,other,0.205882353,0.952514581,0.471329662,0,1,1,1
12,26,32,1,7966,61,72,2,93,101,3,123,30,143,152,2,173,1,191,201,1,other,0.323529412,0.575437438,0.46182329,0,2,3,1
14,15,34,6,1532,62,73,4,92,101,3,123,31,143,152,1,173,1,191,201,1,other,0.161764706,0.929459668,0.435576628,0,1,1,1
14,4,34,3,1503,61,74,2,93,101,1,121,42,143,152,2,172,2,191,201,1,other,0.0,0.931055354,0.44453743,0,1,1,2
11,36,32,3,2302,61,73,4,91,101,4,123,31,143,151,1,173,1,191,201,2,other,0.470588235,0.887091449,0.531661337,0,2,2,1
11,6,32,0,662,61,72,3,93,101,4,121,41,143,152,1,172,2,192,201,1,other,0.029411765,0.977330252,0.427610918,0,1,1,2
12,36,32,6,2273,61,74,3,93,101,1,123,32,143,152,2,173,2,191,201,1,other,0.470588235,0.888687135,0.516454333,0,2,2,1
12,15,32,0,2631,62,73,2,92,101,4,123,28,143,151,2,173,1,192,201,2,other,0.161764706,0.868988665,0.579364968,0,1,2,1
14,12,33,1,1503,61,73,4,94,101,4,121,41,143,151,1,173,1,191,201,1,other,0.117647059,0.931055354,0.474177193,0,1,1,2
14,24,32,3,1311,62,74,4,94,101,3,122,26,143,152,1,173,1,192,201,1,other,0.294117647,0.941619897,0.508974427,0,1,1,1
14,24,32,3,3105,65,72,4,93,101,2,123,25,143,152,2,173,1,191,201,1,young,0.294117647,0.84290745,0.397586065,0,1,2,1
13,21,34,6,2319,61,72,2,91,101,1,123,33,143,151,1,173,1,191,201,2,other,0.25,0.886156047,0.366416629,0,1,2,1
11,6,32,0,1374,65,71,4,92,101,3,122,75,143,152,1,174,1,192,201,1,other,0.029411765,0.938153406,0.342802822,0,1,1,3
12,18,34,2,3612,61,75,3,92,101,4,122,37,143,152,1,173,1,192,201,1,other,0.205882353,0.815010454,0.593034321,0,1,2,2
11,48,32,0,7763,61,75,4,93,101,4,124,42,141,153,1,174,1,191,201,2,other,0.647058824,0.586607241,0.624868105,0,2,3,2
13,18,32,2,3049,61,72,1,92,101,1,122,45,142,152,1,172,1,191,201,1,other,0.205882353,0.845988775,0.358487652,0,1,2,2
12,12,32,3,1534,61,72,1,94,101,1,121,23,143,151,1,173,1,191,201,2,young,0.117647059,0.92934962,0.380836591,1,1,1,1
14,24,33,0,2032,61,75,4,93,101,4,124,60,143,153,2,173,1,192,201,1,other,0.294117647,0.901947838,0.641128462,0,1,2,3
11,30,32,2,6350,65,75,4,93,101,4,122,31,143,152,1,173,1,191,201,2,other,0.382352941,0.664355673,0.56682951,0,2,3,1
13,18,32,2,2864,61,73,2,93,101,1,121,34,143,152,1,172,2,191,201,2,other,0.205882353,0.856168152,0.375885365,0,1,2,1
14,12,34,0,1255,61,75,4,93,101,4,121,61,143,152,2,172,1,191,201,1,other,0.117647059,0.944701222,0.592995029,0,1,1,3
11,24,33,0,1333,61,71,4,93,101,2,121,43,143,153,2,173,2,191,201,2,other,0.294117647,0.940409376,0.36921433,0,1,1,2
14,24,34,0,2022,61,73,4,92,101,4,123,37,143,152,1,173,1,192,201,1,other,0.294117647,0.902498074,0.501695948,0,1,2,2
14,24,32,3,1552,61,74,3,93,101,1,123,32,141,152,1,173,2,191,201,1,other,0.294117647,0.928359194,0.444491815,0,1,1,1
11,12,31,3,626,61,73,4,92,101,4,121,24,141,152,1,172,1,191,201,2,young,0.117647059,0.979311104,0.459899193,1,1,1,1
14,48,34,1,8858,65,74,2,93,101,1,124,35,143,153,2,173,1,192,201,1,other,0.647058824,0.526356333,0.51288344,0,2,3,2
14,12,34,5,996,65,74,4,92,101,4,121,23,143,152,2,173,1,191,201,1,young,0.117647059,0.95895235,0.572390588,1,1,1,1
14,6,31,3,1750,63,75,2,93,101,4,122,45,141,152,1,172,2,191,201,1,other,0.029411765,0.91746451,0.587015741,0,1,1,2
11,48,32,3,6999,61,74,1,94,103,1,121,34,143,152,2,173,1,192,201,2,other,0.647058824,0.628645317,0.562921701,0,2,3,1
12,12,34,0,1995,62,72,4,93,101,1,123,27,143,152,1,173,1,191,201,1,other,0.117647059,0.903983713,0.283094097,0,1,1,1
12,9,32,6,1199,61,74,4,92,101,4,122,67,143,152,2,174,1,192,201,1,other,0.073529412,0.947782546,0.585360364,0,1,1,3
12,12,32,3,1331,61,72,2,93,101,1,123,22,142,152,1,173,1,191,201,2,young,0.117647059,0.940519423,0.351906942,1,1,1,1
12,18,30,0,2278,62,72,3,92,101,3,123,28,143,152,2,173,1,191,201,2,other,0.205882353,0.888412017,0.467155542,0,1,2,1
14,21,30,0,5003,65,73,1,92,101,4,122,29,141,152,2,173,1,192,201,2,other,0.25,0.738472543,0.60250652,0,1,3,1
11,24,31,2,3552,61,74,3,93,101,4,123,27,141,152,1,173,1,191,201,2,other,0.294117647,0.818311874,0.563552779,0,1,2,1
12,18,34,2,1928,61,72,2,93,101,2,121,31,143,152,2,172,1,191,201,2,other,0.205882353,0.907670298,0.431978788,0,1,1,1
11,24,32,1,2964,65,75,4,93,101,4,124,49,141,153,1,173,2,192,201,1,other,0.294117647,0.850665786,0.585075988,0,1,2,2
11,24,31,3,1546,61,74,4,93,103,4,123,24,141,151,1,172,1,191,201,2,young,0.294117647,0.928689336,0.529824555,1,1,1,1
13,6,33,3,683,61,72,2,92,101,1,122,29,141,152,1,173,1,191,201,1,other,0.029411765,0.976174755,0.342124624,0,1,1,1
12,36,32,0,12389,65,73,1,93,101,4,124,37,143,153,1,173,1,192,201,2,other,0.470588235,0.332067789,0.521424377,0,2,3,2
12,24,33,9,4712,65,73,4,93,101,2,122,37,141,152,2,174,1,192,201,1,other,0.294117647,0.754484428,0.450902712,0,1,3,2
12,24,33,3,1553,62,74,3,92,101,2,122,23,143,151,2,173,1,192,201,1,young,0.294117647,0.928304171,0.537504834,1,1,1,1
11,12,32,0,1372,61,74,2,91,101,3,123,36,143,152,1,173,1,191,201,2,other,0.117647059,0.938263453,0.537533739,0,1,1,2
14,24,34,3,2578,64,75,2,93,101,2,123,34,143,152,1,173,1,191,201,1,other,0.294117647,0.871904919,0.558019702,0,1,2,1
12,48,32,3,3979,65,74,4,93,101,1,123,41,143,152,2,173,2,192,201,1,other,0.647058824,0.794816771,0.500814064,0,2,2,2
11,48,32,3,6758,61,73,3,92,101,2,123,31,143,152,1,173,1,192,201,2,other,0.647058824,0.64190602,0.456861676,0,2,3,1
11,24,32,2,3234,61,72,4,92,101,4,121,23,143,151,1,172,1,192,201,2,young,0.294117647,0.835809398,0.419521311,1,1,2,1
14,30,34,3,5954,61,74,3,93,102,2,123,38,143,152,1,173,1,191,201,1,other,0.382352941,0.686145042,0.462356214,0,2,3,2
14,24,32,1,5433,65,71,2,92,101,4,122,26,143,151,1,174,1,192,201,1,other,0.294117647,0.714812369,0.459025739,0,1,3,1
11,15,32,9,806,61,73,4,92,101,4,122,22,143,152,1,172,1,191,201,1,young,0.161764706,0.969406845,0.466264475,1,1,1,1
12,9,32,3,1082,61,75,4,93,101,4,123,27,143,152,2,172,1,191,201,1,other,0.073529412,0.954220315,0.586558089,0,1,1,1
14,15,34,2,2788,61,74,2,92,102,3,123,24,141,152,2,173,1,191,201,1,young,0.161764706,0.86034995,0.577757766,1,1,2,1
12,12,32,3,2930,61,74,2,92,101,1,121,27,143,152,1,173,1,191,201,1,other,0.117647059,0.852536591,0.428561299,0,1,2,1
14,24,34,6,1927,65,73,3,92,101,2,123,33,143,152,2,173,1,192,201,1,other,0.294117647,0.907725322,0.487164583,0,1,1,1
12,36,34,0,2820,61,72,4,91,101,4,123,27,143,152,2,173,1,191,201,2,other,0.470588235,0.858589193,0.526358591,0,2,2,1
14,24,32,8,937,61,72,4,94,101,3,123,27,143,152,2,172,1,191,201,1,other,0.294117647,0.962198745,0.443035608,0,1,1,1
