StatusExistingAcc,DurationMonth_C,CreditHistory,Purpose,CreditAmount_C,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age_C,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,score
11,1,33,3,1,61,72,4,94,101,4,121,2,142,152,1,173,1,191,201,0.465400806
14,1,34,1,2,65,71,2,93,101,4,124,2,143,152,1,174,1,192,201,0.465172131
12,1,32,1,3,63,72,3,92,101,4,123,1,143,151,1,173,1,191,201,0.464786589
12,2,30,9,3,61,73,2,92,101,1,123,1,143,152,2,173,1,191,201,0.46459299
11,1,32,3,2,61,72,4,92,101,4,122,1,143,151,1,174,1,192,201,0.464253815
11,1,32,0,1,61,72,4,92,101,4,122,1,143,151,1,173,1,191,201,0.463527443
11,1,34,3,1,61,74,4,94,101,1,122,1,143,152,2,174,1,192,201,0.463477914
12,1,32,3,2,61,72,2,92,103,4,122,1,143,152,1,172,1,191,201,0.463039531
14,1,34,0,1,64,73,2,92,101,2,121,2,141,152,2,172,1,191,201,0.462836297
14,1,32,0,1,61,73,3,94,101,2,121,1,143,152,2,173,1,192,201,0.462788575
14,2,34,3,3,61,74,3,93,102,2,123,2,143,152,1,173,1,191,201,0.462356214
11,1,34,0,2,61,73,2,93,101,2,121,2,143,151,2,173,2,191,201,0.462355913
14,1,32,2,2,61,72,2,93,101,3,122,1,141,152,2,172,1,191,201,0.462297653
14,1,34,9,1,61,73,3,92,101,2,121,1,143,152,2,173,1,191,201,0.46192867
12,2,32,1,3,61,72,2,93,101,3,123,1,143,152,2,173,1,191,201,0.46182329
11,1,34,9,1,62,74,4,93,101,1,121,1,143,152,2,173,1,192,201,0.461735975
12,1,34,2,1,61,74,4,93,101,3,123,2,143,151,1,173,1,192,201,0.461710683
11,1,32,3,2,63,73,2,93,101,3,121,2,143,151,1,173,2,191,201,0.461554118
12,1,32,0,3,62,73,2,93,101,2,123,1,143,152,2,173,1,192,201,0.461433081
13,1,32,0,2,62,73,1,92,101,1,123,1,141,152,1,174,1,192,201,0.461008699
14,1,34,3,1,62,73,1,92,101,1,122,1,143,152,2,173,1,191,201,0.460484356
11,1,31,3,1,61,73,4,92,101,4,121,1,141,152,1,172,1,191,201,0.459899193
13,1,34,0,1,61,73,1,93,101,1,121,3,143,152,3,171,2,191,202,0.459849664
14,1,32,1,1,64,74,3,93,101,2,122,3,143,152,1,173,1,191,202,0.459594643
11,1,32,6,1,61,73,4,93,101,4,123,2,143,151,1,172,2,191,201,0.459305449
14,1,32,1,3,65,71,2,92,101,4,122,1,143,151,1,174,1,192,201,0.459025739
14,1,34,3,1,61,73,1,92,101,1,123,1,143,152,2,173,1,192,201,0.458999997
11,2,34,6,3,61,73,4,93,101,3,124,1,141,152,1,173,1,192,201,0.458257817
14,2,33,1,3,64,73,2,93,101,2,123,1,143,152,2,173,1,191,201,0.457935955
14,1,34,2,1,64,74,3,92,101,2,122,2,143,152,1,173,1,191,202,0.457762228
12,1,34,0,1,61,71,2,93,101,3,123,3,143,153,3,171,1,192,201,0.457471076
11,2,32,3,2,61,73,3,93,101,2,123,1,143,152,1,174,1,191,201,0.45687387
11,2,32,3,3,61,73,3,92,101,2,123,1,143,152,1,173,1,192,201,0.456861676
11,1,32,3,1,63,75,3,94,101,1,121,2,143,152,1,173,1,191,201,0.456861375
12,1,34,2,3,61,75,2,93,101,1,124,2,143,152,1,173,1,192,201,0.456365786
12,2,30,0,3,63,72,1,92,101,1,123,1,143,152,2,173,1,191,201,0.455986416
11,2,32,2,3,61,74,4,93,101,2,122,1,143,152,1,173,1,191,201,0.455697975
12,1,34,1,1,62,72,3,93,101,4,122,2,143,152,1,173,1,191,201,0.455591992
12,2,30,9,3,65,73,2,93,101,2,123,2,141,152,1,174,1,192,201,0.455374758
12,1,32,0,1,61,73,4,94,101,4,121,1,143,151,1,172,1,191,201,0.455274195
14,1,32,2,1,61,73,1,94,101,2,122,1,143,151,1,173,1,191,201,0.455069004
14,2,32,9,2,65,73,4,91,101,2,121,2,141,152,1,173,1,191,201,0.454967839
14,1,32,1,2,62,73,1,93,102,2,121,1,143,152,1,173,2,191,201,0.454936526
14,1,34,5,2,61,73,4,91,101,2,121,1,143,152,2,173,1,192,201,0.45481579
14,1,32,2,1,63,73,4,92,101,4,123,1,143,151,1,172,1,191,201,0.454811424
11,1,32,0,2,61,71,1,93,101,4,124,1,143,153,1,173,1,191,201,0.454363858
12,3,32,0,3,61,74,4,93,101,2,124,1,143,152,1,174,1,192,201,0.454040641
12,1,31,0,1,62,73,2,94,101,2,122,1,143,151,1,173,1,191,201,0.453824009
14,1,32,3,2,61,73,1,93,101,2,121,1,143,152,1,173,2,191,201,0.453746328
14,3,30,1,3,65,73,2,93,101,2,122,2,143,152,1,172,2,191,201,0.453614904
14,2,34,0,3,63,73,2,93,101,2,124,2,141,153,1,173,1,191,201,0.45338111
14,1,32,0,2,61,73,2,93,103,3,122,1,143,151,1,173,1,191,201,0.452637726
14,1,32,3,2,61,74,4,93,101,2,123,1,143,152,1,173,1,192,201,0.452502237
11,1,32,0,2,61,75,4,93,102,1,121,2,143,152,1,173,1,191,201,0.452307734
14,1,34,3,2,61,73,2,92,101,1,123,1,143,152,2,173,1,191,201,0.452061144
11,1,32,3,1,61,72,3,92,101,4,122,1,143,151,1,173,1,191,201,0.451867846
14,1,34,0,2,63,73,1,94,101,2,123,1,143,152,1,173,1,191,201,0.451854598
14,1,34,9,1,61,73,4,92,103,2,121,1,143,152,2,174,1,192,201,0.451852942
14,1,34,3,1,62,71,4,92,101,4,121,3,143,152,3,172,1,191,201,0.4517581
14,1,33,9,2,63,73,4,93,101,2,123,2,143,152,2,173,2,192,201,0.451570673
11,1,34,0,1,61,72,2,93,101,4,121,2,143,152,1,172,2,191,202,0.451463035
14,1,33,3,2,61,71,2,94,101,3,121,1,143,152,2,173,1,191,201,0.451221713
14,2,32,2,2,61,73,4,92,101,2,123,1,143,152,1,174,1,192,201,0.451175798
14,1,34,1,2,61,74,3,93,101,1,123,1,143,152,2,173,1,191,201,0.451063041
14,1,34,0,1,61,75,4,93,101,1,121,2,143,152,2,172,2,191,201,0.451003275
11,1,32,3,2,61,72,4,92,101,4,121,2,143,152,1,173,1,192,201,0.450915508
12,1,33,9,3,65,73,4,93,101,2,122,2,141,152,2,174,1,192,201,0.450902712
11,1,32,2,3,61,73,2,93,101,2,123,1,142,152,1,173,1,191,201,0.45023475
12,1,31,3,1,61,73,4,93,101,4,121,1,142,152,1,172,1,191,201,0.45010724
11,1,32,2,2,61,73,2,93,101,2,123,1,143,152,1,173,1,191,201,0.449768065
12,1,32,0,3,61,74,3,93,101,3,121,1,143,151,1,172,1,191,201,0.449647781
11,1,32,0,1,61,72,2,93,101,3,121,2,143,152,1,173,1,191,201,0.449145718
11,1,34,2,1,61,72,4,92,101,4,122,1,143,151,1,173,1,191,201,0.448729014
12,2,33,0,3,61,73,2,92,101,2,122,3,143,151,1,173,1,191,201,0.44813798
11,1,34,0,3,65,72,1,93,101,3,121,2,143,152,2,172,2,191,201,0.448125786
14,1,32,0,1,65,75,4,93,102,2,122,2,143,152,1,172,1,191,202,0.447660606
14,1,32,9,1,61,73,2,94,101,2,121,1,143,152,1,173,1,192,202,0.447540623
14,1,32,0,1,65,73,4,93,103,4,122,1,143,152,1,172,1,191,201,0.447435393
13,1,32,6,1,61,72,4,92,101,4,122,1,143,151,1,173,1,192,201,0.447246762
14,1,32,3,1,62,71,2,92,101,4,121,3,143,152,1,173,1,191,201,0.446867693
14,1,32,0,2,65,72,2,93,101,3,122,2,143,152,1,174,2,192,201,0.445705648
11,1,32,3,1,61,73,4,94,101,3,121,1,141,152,1,173,1,191,201,0.445698873
14,1,33,1,2,61,73,3,93,101,2,121,1,142,152,2,172,1,191,201,0.444788236
14,1,32,0,2,62,73,1,93,103,2,121,1,143,151,1,173,2,191,202,0.444737804
14,1,34,3,1,61,74,2,93,101,1,121,2,143,152,2,172,2,191,201,0.44453743
14,1,32,3,1,61,74,3,93,101,1,123,1,141,152,1,173,2,191,201,0.444491815
14,1,32,0,1,63,73,2,92,101,2,122,1,143,152,1,173,1,191,201,0.444367165
14,1,34,2,2,61,72,4,92,101,4,122,1,143,152,1,173,1,192,201,0.444253355
11,2,34,5,2,61,71,4,93,102,4,123,3,143,152,2,171,1,191,201,0.443875189
11,1,31,2,1,61,73,4,93,101,3,123,2,141,152,1,173,1,191,201,0.443569586
14,1,32,3,2,61,72,4,92,101,4,122,1,143,152,1,173,1,192,201,0.443319684
13,1,32,2,2,61,73,1,92,101,2,123,2,143,152,1,172,1,191,201,0.443264133
14,1,32,8,1,61,72,4,94,101,3,123,1,143,152,2,172,1,191,201,0.443035608
12,1,32,0,3,61,74,2,93,101,2,123,1,143,152,1,173,1,191,201,0.442846977
14,1,32,2,2,63,73,1,93,101,2,123,1,143,152,1,173,1,192,201,0.442661808
13,1,34,1,2,63,73,2,93,101,2,123,2,143,152,1,173,1,192,201,0.442604301
11,1,32,3,2,61,73,2,92,101,2,121,1,143,152,1,173,1,191,201,0.442315558
11,1,34,0,2,61,73,4,94,103,2,122,1,141,151,2,173,1,191,202,0.442059935
14,1,31,0,1,65,73,1,93,103,2,121,1,142,152,1,172,2,191,201,0.441876122
11,2,32,6,3,61,74,4,93,101,1,124,3,143,153,1,174,1,192,201,0.441759601
11,1,31,2,2,63,72,4,93,101,4,124,1,143,153,1,173,2,192,201,0.441599874
11,1,32,2,1,61,73,2,93,101,2,121,1,143,152,1,173,1,191,201,0.441592949
14,1,32,3,1,61,74,3,93,101,2,122,3,143,152,1,173,2,191,201,0.441315648
14,1,34,3,1,61,73,4,93,101,2,123,1,143,152,2,173,1,191,201,0.441041057
14,1,34,2,1,61,73,4,92,101,2,124,1,143,152,2,173,1,191,201,0.440867028
13,1,32,4,1,61,73,2,93,101,2,123,2,143,152,1,173,1,192,201,0.44054336
14,1,34,6,1,62,73,4,92,101,2,121,1,143,152,2,173,1,191,201,0.440385891
11,2,32,1,3,61,73,2,93,101,2,122,1,143,152,1,173,2,191,201,0.439979123
12,2,32,2,3,61,72,1,92,101,2,123,1,143,152,1,173,1,192,201,0.439586806
14,1,32,5,1,61,72,4,92,101,4,121,1,143,152,1,173,1,191,201,0.439577171
14,1,32,3,1,61,71,3,92,102,4,121,1,143,151,1,173,1,191,201,0.439531105
14,1,32,9,1,61,74,4,93,101,1,123,1,142,152,2,173,1,192,201,0.439505513
14,1,32,2,1,61,72,1,92,101,3,121,1,143,151,1,172,2,191,201,0.438267292
11,1,34,0,2,61,73,3,92,102,2,121,1,143,152,2,173,1,191,201,0.438240345
11,2,33,6,3,61,73,4,93,101,3,122,1,142,152,1,173,1,192,201,0.438213247
11,2,32,3,2,61,72,4,93,101,3,123,1,143,152,1,173,1,191,201,0.438029885
14,1,33,1,2,61,72,1,92,101,2,122,2,143,152,2,172,1,191,201,0.43772383
12,1,32,3,2,63,71,1,92,101,4,124,1,143,151,1,171,1,191,201,0.437412958
14,1,34,3,1,61,73,4,93,101,2,122,1,143,152,2,173,1,191,201,0.437337385
14,1,34,9,3,61,73,3,93,101,2,121,3,143,152,1,174,1,192,201,0.43730291
11,1,32,2,2,61,73,2,91,101,2,121,1,143,151,1,172,1,191,201,0.437205659
14,1,34,6,1,61,73,4,93,101,2,123,1,143,152,2,173,1,191,201,0.435875607
11,1,32,2,1,61,73,1,93,101,2,121,2,141,152,1,172,1,192,201,0.435826078
14,1,32,3,1,61,73,4,93,101,2,121,1,141,152,2,173,1,191,201,0.435814185
14,1,34,6,1,62,73,4,92,101,3,123,1,143,152,1,173,1,191,201,0.435576628
12,1,32,5,2,61,71,2,92,101,4,123,3,143,152,1,173,1,192,201,0.435333951
11,1,32,0,1,61,74,4,93,101,2,121,1,143,152,1,173,1,191,201,0.435281863
12,2,34,3,2,63,73,4,93,101,2,122,1,143,152,2,172,1,191,201,0.435038435
11,1,32,6,1,61,72,4,92,101,4,122,3,143,152,1,173,1,191,201,0.434913333
14,1,34,0,2,61,74,1,92,101,1,121,2,143,152,1,173,2,191,201,0.433074594
12,1,34,2,1,61,72,2,93,101,2,121,1,143,152,2,172,1,191,201,0.431978788
12,2,32,0,3,61,75,4,93,101,2,124,3,143,153,1,174,1,192,201,0.431909839
14,1,34,2,2,65,73,2,94,101,1,123,1,143,152,2,173,1,191,202,0.431903366
12,1,32,3,1,61,73,4,93,101,3,121,1,143,152,1,173,1,191,201,0.430155254
14,1,32,2,1,61,72,2,92,102,2,123,1,143,151,2,173,1,191,201,0.430078477
14,1,34,3,1,61,73,4,92,101,2,122,2,143,152,2,173,1,191,201,0.429835801
13,2,30,9,3,61,72,2,91,101,1,122,1,143,152,2,173,1,191,201,0.429743066
12,1,32,2,2,65,74,2,93,101,1,123,1,143,152,1,173,1,192,201,0.429566629
11,2,32,0,3,61,74,2,93,101,1,123,1,143,152,1,173,1,192,201,0.42931221
11,1,34,0,2,61,73,3,93,101,2,121,2,143,151,2,172,2,191,202,0.429080825
12,3,32,0,3,62,72,4,92,101,2,122,1,143,152,1,174,1,191,201,0.428775824
12,1,32,3,2,61,74,2,92,101,1,121,1,143,152,1,173,1,191,201,0.428561299
14,1,34,2,2,61,72,3,91,101,2,123,2,143,152,2,174,1,192,201,0.428523814
14,2,34,0,3,61,73,4,92,101,2,121,1,142,152,2,173,1,192,201,0.42830387
11,1,32,0,1,61,72,3,93,101,4,121,2,143,152,1,172,2,192,201,0.427610918
11,1,31,0,1,65,73,4,93,101,2,122,2,143,152,2,172,2,191,201,0.427559432
12,1,32,3,1,61,73,1,92,101,1,123,1,143,152,1,173,1,192,201,0.4270104
11,1,32,0,1,61,72,1,92,101,2,123,1,143,152,1,172,1,191,201,0.426220498
12,3,30,9,3,61,72,3,93,101,4,124,3,143,151,1,173,1,192,201,0.425742221
12,1,32,0,2,65,73,1,92,101,2,121,1,143,152,1,172,1,191,201,0.425392508
14,1,34,3,2,61,73,4,93,101,2,121,2,143,152,2,172,1,191,201,0.425151639
12,2,32,10,3,65,71,3,93,101,4,124,2,141,153,1,171,1,192,201,0.424446342
11,1,32,2,2,61,71,3,92,101,4,124,3,143,153,1,174,1,191,201,0.424412771
12,1,32,9,1,64,72,3,94,101,3,121,2,141,152,1,173,1,192,201,0.424380404
12,2,32,0,2,61,73,4,92,103,2,124,1,141,152,1,173,1,191,201,0.42377823
11,1,32,4,1,61,73,4,94,101,3,121,2,143,152,1,172,1,192,201,0.42375339
13,1,32,3,3,61,74,4,93,101,2,123,1,141,152,1,173,1,191,201,0.423142635
12,2,30,10,3,61,73,1,92,101,2,122,1,141,152,1,174,1,192,202,0.422708618
14,1,34,6,2,65,74,4,92,101,2,123,3,143,152,1,173,1,191,201,0.422454952
11,1,32,6,1,61,72,4,92,101,4,122,1,143,152,1,173,1,191,201,0.422049689
11,1,34,0,2,61,73,4,93,101,2,122,1,143,152,2,173,1,191,201,0.421339124
12,1,30,8,1,61,73,2,93,101,2,121,1,143,152,1,172,1,192,201,0.420865664
14,1,32,3,1,61,73,4,93,101,2,124,1,143,153,1,174,1,192,201,0.420805146
13,1,32,2,2,61,73,2,93,101,2,121,2,143,152,1,173,1,192,201,0.420478316
14,1,32,0,1,61,71,1,92,101,4,121,3,143,152,1,171,1,192,201,0.41975661
14,1,32,3,1,61,74,4,93,101,2,123,1,143,152,1,173,1,191,201,0.419713555
13,1,32,3,2,61,72,2,92,101,3,121,1,143,152,1,172,1,191,201,0.419686306
11,1,32,2,2,61,72,4,92,101,4,121,1,143,151,1,172,1,192,201,0.419521311
13,2,32,3,3,61,73,4,93,101,2,123,1,143,152,1,173,1,191,201,0.419105961
12,1,32,3,2,61,73,2,93,103,2,121,2,143,152,1,173,1,191,201,0.418505292
14,1,33,0,1,61,73,4,93,101,2,123,1,143,152,2,172,1,191,201,0.417057816
12,1,32,1,3,61,75,4,92,101,2,124,2,143,153,1,174,1,192,201,0.416880175
14,2,34,3,2,61,73,4,92,101,2,123,1,143,152,1,173,1,192,201,0.41680686
14,1,32,9,1,61,74,4,93,101,1,121,1,143,152,1,173,1,192,201,0.41649373
14,1,34,1,3,64,73,4,93,101,2,121,1,143,152,2,173,1,191,201,0.416468137
11,1,31,8,1,61,75,4,94,101,1,123,2,141,152,1,172,1,191,201,0.416325573
13,1,32,3,1,61,73,2,92,101,2,123,2,143,151,1,172,1,192,201,0.416044056
14,1,32,3,1,63,74,4,92,101,1,123,1,143,152,1,173,1,191,201,0.415285769
11,1,32,0,1,65,73,4,92,101,2,122,2,143,152,1,173,1,191,201,0.415234584
14,1,32,3,3,65,72,1,92,101,1,123,2,143,152,2,173,1,192,201,0.4150452
12,2,34,3,3,61,72,4,93,101,2,122,1,143,152,2,172,1,191,201,0.41498694
14,1,32,3,1,61,73,4,94,101,2,122,1,143,152,1,173,1,191,201,0.414907001
14,1,32,3,1,61,73,3,93,101,2,123,1,143,152,1,173,1,191,201,0.414628797
14,1,32,0,1,62,72,4,94,101,3,121,1,143,152,1,173,1,192,201,0.414282546
14,1,32,3,1,61,72,4,92,101,3,123,2,142,152,1,173,1,192,201,0.413678566
12,1,30,2,2,61,72,4,92,101,3,122,1,143,151,2,173,1,191,201,0.412658182
11,1,30,9,2,61,74,3,93,101,1,122,1,141,152,1,173,1,192,201,0.412188185
12,1,32,3,1,63,73,4,93,101,3,121,3,143,152,1,172,1,191,201,0.411954391
14,1,32,6,3,62,73,3,93,101,2,122,2,143,152,1,174,1,192,201,0.411686122
14,1,32,6,1,61,72,1,92,101,2,124,3,143,152,1,173,1,191,201,0.410891403
14,2,33,9,3,61,72,1,91,101,1,123,1,143,152,2,173,1,191,201,0.410727009
12,1,33,3,3,61,72,1,93,101,2,123,1,143,152,1,173,1,191,201,0.410336198
12,2,31,2,2,64,73,4,93,101,2,123,1,142,152,1,173,2,192,201,0.409999282
11,1,32,3,1,61,72,4,91,101,3,122,1,143,152,1,173,1,191,201,0.409532597
12,2,30,9,3,61,73,2,93,101,2,123,1,143,152,1,173,1,192,201,0.409423603
12,1,32,3,2,61,72,1,94,101,1,122,1,143,152,1,173,1,192,201,0.408498664
11,1,32,0,1,61,73,4,94,101,3,121,1,143,152,1,172,1,191,201,0.407839133
12,1,34,2,3,61,71,4,93,101,4,122,2,142,152,2,174,1,192,201,0.407236055
12,1,34,9,2,61,71,3,94,101,3,123,2,143,152,3,171,2,192,201,0.407213022
14,1,32,2,2,61,73,2,93,101,2,121,1,141,151,1,172,1,191,201,0.40720414
11,2,32,0,3,61,73,3,93,101,2,123,2,143,152,1,172,1,191,201,0.407058414
12,2,31,1,3,61,71,1,93,101,2,124,3,141,153,1,174,1,192,201,0.406845546
14,1,34,0,1,61,73,3,93,101,1,121,1,143,152,2,173,1,191,201,0.406809867
14,2,32,9,3,61,71,3,93,101,2,123,1,141,151,1,174,1,192,201,0.406687776
11,1,33,0,1,61,73,4,93,101,2,121,2,143,152,2,172,2,191,201,0.406037428
14,1,32,3,2,62,74,3,93,101,1,124,2,143,152,1,173,1,191,201,0.405630509
12,1,32,3,2,61,73,2,93,101,2,121,2,143,152,1,172,2,191,201,0.405409962
11,1,32,0,1,61,73,4,93,101,3,123,1,143,152,1,172,1,191,201,0.404892996
12,1,32,3,1,63,73,4,92,101,3,121,3,143,152,1,172,1,191,201,0.403500769
14,1,33,9,3,61,72,2,93,101,2,123,1,141,152,2,173,1,192,201,0.402858099
14,1,34,2,2,61,71,2,93,101,3,123,1,143,152,1,174,1,191,201,0.402461718
12,1,32,0,1,65,73,4,92,101,2,122,1,143,152,1,173,1,191,201,0.402289044
11,1,33,6,2,61,72,2,93,101,1,122,1,143,152,2,173,1,191,201,0.401718786
14,1,34,3,1,61,71,4,92,101,4,123,3,143,152,2,171,1,191,201,0.401715775
14,1,33,3,1,61,73,3,92,101,2,121,1,143,152,1,173,1,191,201,0.401591125
12,1,32,0,3,61,71,2,93,101,4,124,3,141,153,1,174,1,192,201,0.401527746
12,1,32,3,1,61,74,4,92,103,2,121,2,143,152,1,172,1,191,201,0.4010719
11,1,32,9,3,61,73,2,94,101,2,123,1,142,152,1,172,1,191,201,0.400895162
11,1,32,0,1,61,72,4,92,101,3,123,1,143,151,1,173,1,192,201,0.400507813
12,1,34,3,1,61,73,4,94,101,2,123,1,143,152,1,173,1,191,201,0.400210942
14,1,32,0,2,65,73,3,93,101,2,124,1,143,152,1,173,1,191,201,0.399353145
11,1,32,2,2,61,73,2,93,102,2,122,1,143,152,1,172,2,191,201,0.398549092
11,2,32,2,2,61,71,4,93,101,3,122,1,143,152,1,174,1,192,201,0.398419624
13,1,30,3,1,61,72,4,93,101,2,123,1,143,152,2,174,1,192,201,0.397901152
14,1,32,3,2,65,72,4,93,101,2,123,1,143,152,2,173,1,191,201,0.397586065
12,2,32,9,2,61,73,4,93,101,2,123,2,143,152,1,173,2,192,201,0.397502061
11,1,32,2,2,61,73,3,93,101,2,121,1,143,152,1,173,1,191,201,0.397473759
11,1,32,3,2,61,73,4,93,101,3,122,1,143,152,1,172,1,191,201,0.397131273
11,1,31,9,2,61,73,4,93,101,2,122,1,143,151,1,173,1,192,201,0.397012795
12,1,32,3,1,65,73,2,94,101,1,121,1,143,152,1,173,1,192,201,0.396852315
11,1,32,2,3,65,72,1,92,101,2,122,1,143,152,1,173,1,192,202,0.396843885
12,2,32,9,3,61,73,2,93,101,2,123,1,143,152,1,173,1,192,201,0.396617166
11,1,32,0,2,61,73,3,92,101,2,122,1,143,152,1,173,1,192,201,0.39522765
14,1,33,2,1,61,74,4,92,101,1,121,1,143,152,1,173,1,191,201,0.394447533
14,1,32,1,2,65,73,2,93,101,1,122,1,143,152,1,173,1,192,201,0.393879382
12,2,31,0,3,65,71,4,93,102,4,124,2,143,153,1,174,1,192,201,0.393717548
12,1,32,2,1,65,72,4,92,101,3,121,1,143,151,1,173,1,191,201,0.393260046
11,1,32,3,1,62,73,4,92,101,2,123,1,143,152,1,172,1,191,201,0.392992229
11,1,32,4,1,65,73,4,92,101,2,123,1,143,151,1,173,1,191,201,0.391695898
13,1,32,3,2,61,73,4,93,102,2,121,2,142,152,1,173,1,191,201,0.391458341
12,1,33,0,1,61,71,4,93,101,4,122,2,143,152,1,174,1,192,201,0.391003549
14,1,33,9,2,61,73,4,94,101,2,123,1,143,152,1,173,1,192,201,0.390751991
14,1,32,8,1,65,71,4,93,101,4,122,2,143,152,1,174,2,192,201,0.390706677
14,1,34,3,1,64,73,4,92,101,1,121,2,143,152,2,172,1,191,201,0.39059678
14,1,32,3,1,65,73,4,94,101,2,121,2,143,151,1,173,1,192,201,0.390559596
14,1,32,0,2,65,71,4,93,101,4,124,2,143,152,1,174,1,192,201,0.390528433
12,1,32,5,1,61,73,4,93,101,2,123,1,143,152,1,173,1,191,201,0.389998671
14,1,32,3,2,61,72,2,92,101,2,123,1,141,152,1,173,1,191,201,0.389819524
11,1,32,3,1,62,74,4,94,101,1,122,1,143,152,1,173,1,191,201,0.389640377
12,1,32,9,1,61,73,2,94,101,1,121,1,141,152,1,173,1,192,201,0.389596418
11,1,31,0,1,61,72,4,93,101,2,123,2,141,152,2,173,1,192,201,0.389404927
12,1,32,5,1,62,73,4,93,103,2,121,1,143,152,1,173,1,191,201,0.389249265
12,1,32,3,2,61,73,3,93,103,2,121,1,143,152,1,173,1,191,201,0.389145691
14,1,32,3,1,61,73,4,94,101,2,121,1,143,152,1,173,1,191,201,0.388596207
13,1,32,3,1,61,73,3,92,101,2,121,1,143,152,1,172,1,191,201,0.388457557
14,1,32,1,3,61,73,3,93,101,2,123,1,143,152,1,173,1,192,201,0.388082252
14,2,33,3,3,63,74,4,93,101,1,123,2,143,152,1,174,1,192,201,0.387780111
14,1,32,3,1,65,73,4,92,101,2,123,1,143,152,1,173,1,191,201,0.387470142
11,1,32,0,1,65,73,4,94,101,2,123,1,143,152,1,173,1,191,201,0.387326824
14,1,32,2,1,61,73,3,93,101,2,121,1,143,151,1,172,1,191,201,0.386193081
11,1,32,2,2,64,73,4,93,101,2,123,1,143,152,1,173,1,191,201,0.38573588
11,1,32,2,2,61,73,2,91,101,1,123,2,143,152,1,173,1,191,201,0.385663318
12,1,32,5,2,62,73,3,92,101,2,121,1,143,152,1,172,1,191,201,0.385566519
14,1,31,8,2,63,73,4,92,101,3,121,2,143,152,1,172,2,191,201,0.384509101
14,1,32,0,1,62,73,3,93,101,2,121,2,143,151,1,172,1,191,202,0.384304061
12,1,34,3,2,61,73,1,92,101,1,121,1,143,152,1,172,1,191,201,0.383219244
14,1,32,0,1,61,73,3,93,101,2,121,1,143,152,1,172,2,191,202,0.38299373
13,1,32,0,1,65,72,1,93,101,2,121,1,143,152,1,172,2,191,202,0.382614059
14,1,32,0,1,63,73,3,93,101,2,124,2,143,151,1,172,2,191,202,0.382471645
12,1,32,3,2,61,72,4,94,101,3,123,1,143,151,1,174,1,192,201,0.382261185
12,1,32,3,2,62,72,3,94,101,2,123,1,143,151,1,173,1,192,201,0.382215269
12,1,32,3,1,61,72,3,94,101,3,121,1,143,152,1,172,1,191,202,0.381836351
12,2,32,3,1,65,73,4,92,101,1,123,1,143,152,1,173,1,191,201,0.38171968
11,1,32,0,1,61,72,3,93,101,2,124,1,143,153,1,174,1,192,201,0.381527135
14,1,32,3,1,61,72,4,92,101,3,123,1,143,152,1,173,2,191,201,0.381256307
12,1,32,3,1,61,72,1,94,101,1,121,1,143,151,1,173,1,191,201,0.380836591
12,1,32,3,1,61,73,4,94,103,2,121,1,143,152,1,172,1,191,201,0.380834935
14,1,32,2,1,61,73,4,93,101,2,121,3,143,152,1,173,1,191,201,0.380427113
11,1,30,3,3,61,73,4,93,101,2,122,1,143,151,2,173,1,192,201,0.379592801
12,2,34,0,3,61,71,4,94,101,2,123,1,143,152,2,174,1,191,201,0.379035037
11,1,32,3,2,61,74,4,92,103,1,121,1,143,152,1,173,1,191,201,0.377034464
12,2,30,3,2,61,73,4,92,101,1,123,2,143,152,1,173,1,192,201,0.376750539
13,1,32,2,2,61,73,2,93,101,1,121,1,143,152,1,172,2,191,201,0.375885365
12,1,32,1,2,65,73,4,93,101,2,123,1,143,152,1,173,1,191,201,0.375779533
12,2,32,2,2,61,72,2,94,101,1,122,1,143,152,1,173,1,191,201,0.375551911
14,1,32,3,2,62,73,4,92,102,2,121,1,143,152,1,173,1,191,201,0.37531887
14,1,32,2,1,61,73,4,92,101,2,121,1,143,151,1,173,1,191,201,0.374123253
14,2,34,1,3,65,73,4,93,101,2,123,1,143,152,1,174,1,192,201,0.372300021
12,1,32,3,1,61,73,4,93,103,2,121,1,143,152,1,173,1,191,202,0.371121114
14,1,34,2,2,61,73,4,93,101,2,124,1,143,153,1,173,1,192,201,0.370525865
14,1,32,0,1,61,72,4,94,101,2,121,1,143,152,1,173,1,191,201,0.370074235
12,1,32,9,1,64,73,4,93,101,2,122,2,143,152,1,172,1,192,201,0.369830203
12,1,33,2,2,61,71,3,92,101,2,122,1,143,152,1,174,1,192,201,0.36948305
11,1,33,0,1,61,71,4,93,101,2,121,2,143,153,2,173,2,191,201,0.36921433
12,1,32,3,1,63,73,3,91,101,1,123,1,143,152,1,173,1,192,201,0.369181812
12,2,34,0,3,61,71,4,94,101,2,123,1,143,152,2,174,1,191,201,0.368951631
12,1,32,3,2,62,72,2,93,101,1,123,1,143,152,1,173,1,191,201,0.368717837
14,2,34,2,3,64,72,4,93,101,2,121,1,142,152,2,172,2,192,201,0.367991465
14,1,32,0,1,61,73,4,91,101,2,121,2,143,152,1,172,1,191,201,0.36673262
14,1,34,3,1,61,73,4,92,101,2,123,2,143,152,1,172,1,191,201,0.366556484
13,1,34,6,2,61,72,2,91,101,1,123,1,143,151,1,173,1,191,201,0.366416629
