school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,student's school,student's sex,student's age,student's home address type,family size,parent's cohabitation status,mother's education,father's education,mother's job,father's job,reason to choose this school,student's guardian,home to school travel time,weekly study time,number of past class failures,extra educational support,family educational support,extra paid classes within the course subject,extra-curricular activities,attended nursery school,wants to take higher education,Internet access at home,with a romantic relationship,quality of family relationships,free time after school,going out with friends,workday alcohol consumption,weekend alcohol consumption,current health status,number of school absences,first period grade,second period grade,final grade,rank
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,12,10,13,12,GP,female,15-17,urban,less or equal to 3,living together,5th to 9th grade,5th to 9th grade,other,other,course preference,father,< 15 min,< 2 hours,0,no,yes,no,no,yes,yes,yes,yes,average,above average,above average,very low,average,very good,< 30,5 to 10,11 to 15,11 to 15,140.0
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,16,12,11,11,GP,female,15-17,urban,greater than 3,part,secondary education,higher education,civial services,other,course preference,father,< 15 min,< 2 hours,0,no,no,no,no,yes,yes,yes,no,average,below average,very low,very low,above average,very good,< 30,11 to 15,11 to 15,11 to 15,180.0
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,0,9,0,0,GP,male,15-17,rural,greater than 3,living together,secondary education,higher education,at home,teacher,course preference,mother,> 1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,excellent,average,average,very low,very low,very good,< 30,5 to 10,< 5,< 5,361.0
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,11,0,0,GP,female,15-17,urban,greater than 3,living together,higher education,higher education,civial services,at home,course preference,mother,< 15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,good,average,average,very low,very low,very good,< 30,11 to 15,< 5,< 5,362.0
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,10,0,0,GP,male,15-17,rural,greater than 3,living together,secondary education,higher education,at home,other,course preference,mother,30 min to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,excellent,above average,very high,below average,above average,very good,< 30,5 to 10,< 5,< 5,363.0
GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,0,4,0,0,GP,female,15-17,urban,greater than 3,part,secondary education,secondary education,other,other,course preference,other,15 to 30 min,< 2 hours,2,no,yes,no,yes,no,yes,yes,yes,good,average,below average,very low,very low,very good,< 30,< 5,< 5,< 5,364.0
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,1,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,14,12,12,GP,male,15-17,urban,less or equal to 3,living together,primary education (4th grade),primary education (4th grade),civial services,other,course preference,mother,< 15 min,2 to 5 hours,1,no,no,no,no,yes,yes,no,yes,good,above average,above average,very low,average,very good,< 30,11 to 15,11 to 15,11 to 15,141.0
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,16,16,15,GP,female,15-17,urban,greater than 3,living together,higher education,higher education,teacher,teacher,course preference,mother,15 to 30 min,< 2 hours,0,no,no,no,yes,yes,yes,yes,no,good,average,below average,very low,very low,very good,< 30,> 15,> 15,11 to 15,57.0
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,0,7,9,0,GP,male,15-17,urban,greater than 3,living together,higher education,secondary education,teacher,civial services,course preference,father,15 to 30 min,> 10 hours,0,yes,yes,no,no,yes,yes,yes,no,bad,below average,below average,very low,very low,average,< 30,5 to 10,5 to 10,< 5,365.0
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,8,9,9,9,GP,male,15-17,urban,less or equal to 3,living together,5th to 9th grade,5th to 9th grade,civial services,civial services,school reputation,father,15 to 30 min,< 2 hours,2,no,yes,no,yes,yes,yes,yes,no,bad,average,average,below average,below average,bad,< 30,5 to 10,5 to 10,5 to 10,273.0
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2,9,11,11,GP,female,15-17,urban,greater than 3,living together,higher education,higher education,teacher,civial services,course preference,mother,< 15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,good,below average,below average,very low,very low,very good,< 30,5 to 10,11 to 15,11 to 15,181.0
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2,14,14,13,GP,female,15-17,urban,less or equal to 3,living together,primary education (4th grade),primary education (4th grade),at home,at home,course preference,mother,< 15 min,< 2 hours,0,no,no,no,no,yes,yes,yes,no,average,above average,above average,average,average,very bad,< 30,11 to 15,11 to 15,11 to 15,111.0
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,0,5,0,0,GP,male,15-17,urban,greater than 3,living together,5th to 9th grade,primary education (4th grade),other,other,close to home,mother,< 15 min,< 2 hours,3,no,yes,no,no,yes,yes,yes,no,excellent,above average,very high,very low,below average,very good,< 30,5 to 10,< 5,< 5,366.0
GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,8,11,11,GP,female,15-17,urban,greater than 3,living together,primary education (4th grade),primary education (4th grade),other,civial services,course preference,father,< 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,good,above average,below average,very low,below average,very good,< 30,5 to 10,11 to 15,11 to 15,182.0
GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,0,6,7,0,GP,female,15-17,urban,greater than 3,living together,secondary education,5th to 9th grade,healthcare related,civial services,close to home,father,< 15 min,2 to 5 hours,3,no,yes,no,no,yes,yes,yes,no,average,average,below average,very low,very low,average,< 30,5 to 10,5 to 10,< 5,367.0
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,5,2,10,11,11,GP,female,15-17,urban,greater than 3,living together,primary education (4th grade),5th to 9th grade,at home,other,course preference,mother,< 15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,good,average,below average,very low,very low,very good,< 30,5 to 10,11 to 15,11 to 15,183.0
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,0,7,6,0,GP,male,15-17,urban,greater than 3,living together,higher education,higher education,teacher,teacher,course preference,mother,< 15 min,< 2 hours,0,no,yes,no,no,yes,no,yes,yes,average,average,below average,below average,very low,very good,< 30,5 to 10,5 to 10,< 5,368.0
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,8,9,10,GP,male,15-17,urban,less or equal to 3,part,5th to 9th grade,primary education (4th grade),civial services,other,course preference,mother,> 1 hour,< 2 hours,3,no,no,no,no,yes,yes,yes,no,good,very high,very high,below average,very high,very good,< 30,5 to 10,5 to 10,5 to 10,227.0
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,6,5,0,GP,male,18-20,urban,less or equal to 3,living together,primary education (4th grade),primary education (4th grade),other,other,course preference,mother,< 15 min,< 2 hours,3,no,no,no,no,yes,no,yes,yes,bad,average,very high,below average,very high,good,< 30,5 to 10,5 to 10,< 5,369.0
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,12,13,14,GP,male,15-17,urban,less or equal to 3,living together,5th to 9th grade,primary education (4th grade),at home,other,course preference,mother,< 15 min,< 2 hours,1,no,no,no,yes,yes,yes,no,yes,good,above average,above average,average,very high,very good,< 30,11 to 15,11 to 15,11 to 15,84.0
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,10,10,10,GP,female,15-17,rural,greater than 3,living together,secondary education,secondary education,civial services,civial services,school reputation,other,15 to 30 min,5 to 10 hours,2,no,yes,yes,yes,yes,yes,yes,yes,good,below average,very low,below average,average,average,< 30,5 to 10,5 to 10,5 to 10,228.0
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,3,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,0,5,0,0,GP,male,18-20,urban,greater than 3,living together,secondary education,5th to 9th grade,civial services,at home,close to home,mother,< 15 min,< 2 hours,3,no,yes,no,no,yes,no,yes,yes,good,very high,above average,very low,very low,good,< 30,5 to 10,< 5,< 5,370.0
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,11,11,12,GP,female,15-17,urban,greater than 3,living together,higher education,higher education,other,teacher,course preference,mother,< 15 min,< 2 hours,0,yes,yes,no,no,yes,yes,no,yes,good,below average,very low,very low,very low,good,< 30,11 to 15,11 to 15,11 to 15,142.0
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,11,8,8,GP,male,15-17,rural,greater than 3,living together,5th to 9th grade,secondary education,at home,civial services,course preference,mother,< 15 min,2 to 5 hours,0,yes,no,yes,yes,yes,yes,no,no,good,above average,above average,very low,very low,very bad,< 30,11 to 15,5 to 10,5 to 10,303.0
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8,16,12,13,GP,male,15-17,rural,less or equal to 3,living together,primary education (4th grade),5th to 9th grade,other,other,school reputation,mother,< 15 min,< 2 hours,0,no,no,no,no,yes,yes,no,no,bad,below average,below average,average,average,very good,< 30,> 15,11 to 15,11 to 15,112.0
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,9,8,10,GP,female,18-20,rural,greater than 3,living together,primary education (4th grade),primary education (4th grade),at home,other,course preference,mother,30 min to 1 hour,< 2 hours,3,no,yes,no,yes,no,yes,no,no,excellent,below average,very high,very low,very high,good,< 30,5 to 10,5 to 10,5 to 10,229.0
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,2,17,15,15,GP,male,15-17,rural,greater than 3,living together,5th to 9th grade,5th to 9th grade,at home,other,course preference,mother,30 min to 1 hour,< 2 hours,0,no,no,no,no,no,yes,no,no,good,below average,below average,very low,below average,average,< 30,> 15,11 to 15,11 to 15,58.0
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4,10,12,12,GP,male,15-17,urban,greater than 3,living together,secondary education,secondary education,other,civial services,course preference,father,< 15 min,2 to 5 hours,1,no,yes,yes,no,yes,yes,yes,yes,good,very high,very high,above average,above average,very good,< 30,5 to 10,11 to 15,11 to 15,143.0
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,7,6,0,GP,male,15-17,rural,less or equal to 3,living together,5th to 9th grade,primary education (4th grade),at home,other,course preference,mother,15 to 30 min,< 2 hours,2,no,no,no,yes,yes,no,yes,yes,average,average,below average,below average,below average,very good,< 30,5 to 10,5 to 10,< 5,371.0
GP,M,15,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,6,5,9,7,GP,male,15-17,rural,greater than 3,living together,secondary education,5th to 9th grade,other,other,course preference,mother,15 to 30 min,2 to 5 hours,2,yes,yes,no,no,yes,yes,yes,yes,good,above average,above average,very low,above average,average,< 30,5 to 10,5 to 10,5 to 10,328.0
GP,M,16,U,LE3,T,1,2,other,other,course,mother,2,1,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,0,7,0,0,GP,male,15-17,urban,less or equal to 3,living together,primary education (4th grade),5th to 9th grade,other,other,course preference,mother,15 to 30 min,< 2 hours,1,no,no,no,yes,yes,yes,no,no,good,above average,above average,below average,above average,very good,< 30,5 to 10,< 5,< 5,372.0
GP,M,17,U,GT3,T,1,3,at_home,services,course,father,1,1,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,10,10,10,GP,male,15-17,urban,greater than 3,living together,primary education (4th grade),secondary education,at home,civial services,course preference,father,< 15 min,< 2 hours,0,no,no,no,no,yes,no,yes,no,excellent,average,average,very low,above average,bad,< 30,5 to 10,5 to 10,5 to 10,230.0
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,5,8,7,GP,male,15-17,rural,less or equal to 3,living together,primary education (4th grade),primary education (4th grade),other,civial services,course preference,mother,> 1 hour,2 to 5 hours,3,no,no,no,yes,yes,no,no,yes,excellent,average,very high,very low,very high,very good,< 30,5 to 10,5 to 10,5 to 10,329.0
GP,M,16,U,GT3,T,3,2,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16,12,11,12,GP,male,15-17,urban,greater than 3,living together,secondary education,5th to 9th grade,civial services,civial services,course preference,mother,15 to 30 min,< 2 hours,1,no,yes,no,yes,no,no,no,no,good,very high,below average,very low,very low,bad,< 30,11 to 15,11 to 15,11 to 15,144.0
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,10,10,10,GP,male,15-17,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,other,other,course preference,father,< 15 min,2 to 5 hours,0,no,no,no,no,yes,no,yes,no,good,average,very high,below average,above average,good,< 30,5 to 10,5 to 10,5 to 10,231.0
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,14,15,16,GP,female,15-17,urban,greater than 3,living together,higher education,5th to 9th grade,healthcare related,civial services,close to home,father,< 15 min,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,good,below average,average,very low,very low,average,< 30,11 to 15,11 to 15,> 15,32.0
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,6,7,0,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,other,other,close to home,mother,< 15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,excellent,very low,very high,very low,very low,good,< 30,5 to 10,5 to 10,< 5,373.0
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,14,14,14,GP,female,15-17,urban,greater than 3,living together,higher education,higher education,healthcare related,healthcare related,school reputation,mother,< 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,good,above average,below average,very low,very low,average,< 30,11 to 15,11 to 15,11 to 15,85.0
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,6,5,0,GP,male,15-17,urban,greater than 3,living together,secondary education,higher education,other,other,course preference,father,30 min to 1 hour,< 2 hours,2,no,yes,no,yes,no,yes,yes,no,average,above average,very high,below average,above average,bad,< 30,5 to 10,5 to 10,< 5,374.0
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16,GP,male,15-17,urban,greater than 3,living together,primary education (4th grade),none,other,other,school reputation,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,good,average,below average,very low,very low,average,< 30,11 to 15,11 to 15,> 15,33.0
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10,GP,male,15-17,urban,less or equal to 3,living together,higher education,higher education,teacher,other,school reputation,mother,< 15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,good,above average,above average,very low,average,very good,< 30,11 to 15,11 to 15,5 to 10,232.0
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0,GP,female,15-17,urban,greater than 3,living together,primary education (4th grade),secondary education,at home,civial services,close to home,mother,< 15 min,2 to 5 hours,3,no,no,no,yes,no,yes,yes,yes,good,average,very high,very low,very low,average,< 30,5 to 10,5 to 10,< 5,375.0
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9,GP,female,15-17,urban,less or equal to 3,living together,secondary education,secondary education,other,other,school reputation,mother,15 to 30 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,good,above average,very high,very low,very low,good,< 30,5 to 10,11 to 15,5 to 10,274.0
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9,GP,male,15-17,urban,less or equal to 3,living together,higher education,secondary education,teacher,other,course preference,mother,15 to 30 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,good,above average,above average,above average,above average,good,< 30,5 to 10,5 to 10,5 to 10,275.0
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,5th to 9th grade,civial services,other,school reputation,mother,15 to 30 min,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,average,above average,above average,very low,above average,very good,< 30,11 to 15,11 to 15,11 to 15,184.0
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6,GP,male,15-17,urban,greater than 3,living together,secondary education,secondary education,other,other,school reputation,father,< 15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,good,average,above average,very low,above average,good,< 30,5 to 10,5 to 10,5 to 10,345.0
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9,GP,male,15-17,rural,greater than 3,living together,higher education,5th to 9th grade,teacher,civial services,other,mother,< 15 min,< 2 hours,0,no,yes,no,yes,yes,yes,yes,yes,good,average,average,average,above average,average,< 30,5 to 10,5 to 10,5 to 10,276.0
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11,GP,male,15-17,urban,greater than 3,living together,higher education,secondary education,other,other,course preference,mother,< 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,excellent,below average,average,very low,very low,bad,< 30,5 to 10,5 to 10,11 to 15,185.0
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8,GP,male,15-17,urban,greater than 3,living together,higher education,secondary education,teacher,other,close to home,mother,< 15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,average,above average,average,below average,average,average,< 30,5 to 10,5 to 10,5 to 10,304.0
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12,GP,male,15-17,urban,greater than 3,living together,secondary education,secondary education,civial services,other,close to home,mother,< 15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,good,below average,average,very low,below average,average,< 30,11 to 15,11 to 15,11 to 15,145.0
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,higher education,civial services,civial services,school reputation,father,< 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,excellent,above average,below average,below average,average,very good,< 30,> 15,> 15,> 15,21.0
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,GP,female,15-17,urban,less or equal to 3,living together,secondary education,secondary education,other,other,school reputation,mother,< 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,excellent,average,average,below average,average,very bad,30 to 60,5 to 10,5 to 10,5 to 10,305.0
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12,GP,female,15-17,urban,greater than 3,living together,secondary education,5th to 9th grade,other,other,school reputation,mother,< 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,very bad,below average,below average,very low,below average,very bad,< 30,11 to 15,11 to 15,11 to 15,146.0
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11,GP,male,15-17,urban,greater than 3,living together,secondary education,secondary education,civial services,civial services,other,mother,< 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,good,average,above average,below average,average,good,< 30,11 to 15,11 to 15,11 to 15,186.0
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11,GP,male,15-17,urban,greater than 3,living together,primary education (4th grade),5th to 9th grade,civial services,civial services,other,mother,< 15 min,< 2 hours,0,no,yes,yes,yes,yes,yes,yes,yes,average,average,average,very low,below average,average,< 30,11 to 15,11 to 15,11 to 15,187.0
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15,GP,male,15-17,urban,less or equal to 3,living together,5th to 9th grade,primary education (4th grade),other,other,course preference,mother,< 15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,good,below average,average,very low,below average,very good,< 30,11 to 15,11 to 15,11 to 15,59.0
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9,GP,female,15-17,urban,greater than 3,part,secondary education,secondary education,healthcare related,other,school reputation,mother,< 15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,yes,average,average,average,very low,average,average,< 30,5 to 10,5 to 10,5 to 10,277.0
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10,GP,male,15-17,rural,greater than 3,living together,primary education (4th grade),5th to 9th grade,at home,other,close to home,mother,< 15 min,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,average,very low,average,very low,very high,average,< 30,5 to 10,5 to 10,5 to 10,233.0
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13,GP,female,15-17,urban,greater than 3,living together,5th to 9th grade,secondary education,civial services,civial services,course preference,mother,< 15 min,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,good,average,average,very low,very low,bad,< 30,11 to 15,11 to 15,11 to 15,113.0
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9,GP,female,15-17,urban,greater than 3,living together,primary education (4th grade),primary education (4th grade),at home,civial services,course preference,mother,< 15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,excellent,average,average,very low,very low,average,< 30,5 to 10,5 to 10,5 to 10,278.0
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8,GP,male,15-17,urban,greater than 3,living together,primary education (4th grade),5th to 9th grade,at home,civial services,other,other,15 to 30 min,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,good,above average,above average,above average,very high,very good,< 30,5 to 10,5 to 10,5 to 10,306.0
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10,GP,male,15-17,rural,greater than 3,living together,secondary education,secondary education,civial services,civial services,school reputation,mother,< 15 min,< 2 hours,0,no,yes,no,yes,yes,yes,yes,no,good,average,below average,average,above average,very good,< 30,5 to 10,5 to 10,5 to 10,234.0
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14,GP,male,15-17,urban,greater than 3,living together,5th to 9th grade,secondary education,other,other,close to home,father,15 to 30 min,< 2 hours,0,no,no,no,no,yes,yes,yes,no,excellent,average,average,very low,very low,average,< 30,11 to 15,11 to 15,11 to 15,86.0
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,GP,female,15-17,urban,less or equal to 3,living together,5th to 9th grade,higher education,civial services,civial services,course preference,father,< 15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,good,average,below average,very low,very low,very good,< 30,11 to 15,11 to 15,11 to 15,60.0
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16,GP,male,15-17,urban,greater than 3,living together,higher education,higher education,civial services,teacher,close to home,mother,< 15 min,< 2 hours,0,no,no,no,no,yes,yes,yes,no,excellent,below average,average,very low,below average,very good,< 30,> 15,11 to 15,> 15,34.0
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10,GP,male,15-17,rural,less or equal to 3,living together,secondary education,secondary education,teacher,other,close to home,father,30 min to 1 hour,< 2 hours,0,no,yes,yes,yes,yes,yes,yes,no,average,average,above average,average,very high,average,< 30,5 to 10,5 to 10,5 to 10,235.0
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18,GP,female,15-17,urban,greater than 3,living together,higher education,higher education,civial services,teacher,close to home,mother,15 to 30 min,< 2 hours,1,no,yes,no,no,yes,yes,yes,no,good,below average,above average,below average,average,bad,< 30,> 15,> 15,> 15,13.0
